# (E [MeV])  (Flux [1/MeV/cm^2/s]
2.032200E-01  1.796512E+11
2.036400E-01  1.800757E+11
2.040500E-01  1.805063E+11
2.044600E-01  1.809309E+11
2.048800E-01  1.813555E+11
2.052900E-01  1.817800E+11
2.057100E-01  1.822106E+11
2.061200E-01  1.826352E+11
2.065300E-01  1.830598E+11
2.069500E-01  1.834784E+11
2.073600E-01  1.838910E+11
2.077700E-01  1.843036E+11
2.081900E-01  1.847222E+11
2.086000E-01  1.851348E+11
2.090200E-01  1.855474E+11
2.094300E-01  1.859601E+11
2.098400E-01  1.863787E+11
2.102600E-01  1.867913E+11
2.106700E-01  1.872039E+11
2.110800E-01  1.876165E+11
2.115000E-01  1.880351E+11
2.119100E-01  1.884418E+11
2.123300E-01  1.888424E+11
2.127400E-01  1.892491E+11
2.131500E-01  1.896497E+11
2.135700E-01  1.900504E+11
2.139800E-01  1.904570E+11
2.143900E-01  1.908577E+11
2.148100E-01  1.912643E+11
2.152200E-01  1.916650E+11
2.156400E-01  1.920656E+11
2.160500E-01  1.924723E+11
2.164600E-01  1.928729E+11
2.168800E-01  1.932736E+11
2.172900E-01  1.936623E+11
2.177000E-01  1.940510E+11
2.181200E-01  1.944457E+11
2.185300E-01  1.948344E+11
2.189500E-01  1.952231E+11
2.193600E-01  1.956118E+11
2.197700E-01  1.960005E+11
2.201900E-01  1.963892E+11
2.206000E-01  1.967839E+11
2.210100E-01  1.971726E+11
2.214300E-01  1.975613E+11
2.218400E-01  1.979500E+11
2.222600E-01  1.983267E+11
2.226700E-01  1.986975E+11
2.230800E-01  1.990742E+11
2.235000E-01  1.994509E+11
2.239100E-01  1.998277E+11
2.243200E-01  2.002044E+11
2.247400E-01  2.005752E+11
2.251500E-01  2.009519E+11
2.255700E-01  2.013287E+11
2.259800E-01  2.017054E+11
2.263900E-01  2.020821E+11
2.268100E-01  2.024529E+11
2.272200E-01  2.028177E+11
2.276300E-01  2.031765E+11
2.280500E-01  2.035413E+11
2.284600E-01  2.039001E+11
2.288800E-01  2.042589E+11
2.292900E-01  2.046236E+11
2.297000E-01  2.049824E+11
2.301200E-01  2.053412E+11
2.305300E-01  2.057060E+11
2.309400E-01  2.060648E+11
2.313600E-01  2.064236E+11
2.317700E-01  2.067884E+11
2.321900E-01  2.071352E+11
2.326000E-01  2.074821E+11
2.330100E-01  2.078289E+11
2.334300E-01  2.081698E+11
2.338400E-01  2.085166E+11
2.342500E-01  2.088635E+11
2.346700E-01  2.092103E+11
2.350800E-01  2.095571E+11
2.355000E-01  2.098980E+11
2.359100E-01  2.102448E+11
2.363200E-01  2.105917E+11
2.367400E-01  2.109385E+11
2.371500E-01  2.112734E+11
2.375600E-01  2.116023E+11
2.379800E-01  2.119312E+11
2.383900E-01  2.122541E+11
2.388100E-01  2.125830E+11
2.392200E-01  2.129119E+11
2.396300E-01  2.132408E+11
2.400500E-01  2.135697E+11
2.404600E-01  2.138986E+11
2.408700E-01  2.142215E+11
2.412900E-01  2.145504E+11
2.417000E-01  2.148793E+11
2.421200E-01  2.152023E+11
2.425300E-01  2.155132E+11
2.429400E-01  2.158242E+11
2.433600E-01  2.161351E+11
2.437700E-01  2.164461E+11
2.441800E-01  2.167571E+11
2.446000E-01  2.170680E+11
2.450100E-01  2.173730E+11
2.454300E-01  2.176840E+11
2.458400E-01  2.179949E+11
2.462500E-01  2.183059E+11
2.466700E-01  2.186168E+11
2.470800E-01  2.189278E+11
2.474900E-01  2.192148E+11
2.479100E-01  2.195079E+11
