# (E [MeV])  (Flux [1/MeV/cm^2/s]
6.678200E-01  3.757726E+08
6.690100E-01  3.761062E+08
6.701900E-01  3.764398E+08
6.713800E-01  3.767456E+08
6.725700E-01  3.770514E+08
6.737600E-01  3.773572E+08
6.749500E-01  3.776630E+08
6.761400E-01  3.779688E+08
6.773200E-01  3.782746E+08
6.785100E-01  3.785526E+08
6.797000E-01  3.788306E+08
6.808900E-01  3.791086E+08
6.820800E-01  3.793866E+08
6.832700E-01  3.796924E+08
6.844500E-01  3.799426E+08
6.856400E-01  3.802206E+08
6.868300E-01  3.804708E+08
6.880200E-01  3.807488E+08
6.892100E-01  3.809990E+08
6.903900E-01  3.812492E+08
6.915800E-01  3.814994E+08
6.927700E-01  3.817496E+08
6.939600E-01  3.819720E+08
6.951500E-01  3.822222E+08
6.963400E-01  3.824446E+08
6.975200E-01  3.826670E+08
6.987100E-01  3.828894E+08
6.999000E-01  3.831396E+08
7.010900E-01  3.833620E+08
7.022800E-01  3.835566E+08
7.034600E-01  3.837790E+08
7.046500E-01  3.839736E+08
7.058400E-01  3.841682E+08
7.070300E-01  3.843906E+08
7.082200E-01  3.845852E+08
7.094100E-01  3.847520E+08
7.105900E-01  3.849466E+08
7.117800E-01  3.851412E+08
7.129700E-01  3.853358E+08
7.141600E-01  3.855026E+08
7.153500E-01  3.856416E+08
7.165300E-01  3.858084E+08
7.177200E-01  3.859752E+08
7.189100E-01  3.861420E+08
7.201000E-01  3.862810E+08
7.212900E-01  3.864200E+08
7.224800E-01  3.865590E+08
7.236600E-01  3.866980E+08
7.248500E-01  3.868648E+08
7.260400E-01  3.869760E+08
7.272300E-01  3.871150E+08
7.284200E-01  3.872540E+08
7.296000E-01  3.873652E+08
7.307900E-01  3.875042E+08
7.319800E-01  3.876154E+08
7.331700E-01  3.876988E+08
7.343600E-01  3.878100E+08
7.355500E-01  3.878934E+08
7.367300E-01  3.880046E+08
7.379200E-01  3.880880E+08
7.391100E-01  3.881714E+08
7.403000E-01  3.882548E+08
7.414900E-01  3.883382E+08
7.426700E-01  3.884216E+08
7.438600E-01  3.885050E+08
7.450500E-01  3.885606E+08
7.462400E-01  3.886162E+08
7.474300E-01  3.886718E+08
7.486200E-01  3.887552E+08
7.498000E-01  3.887830E+08
7.509900E-01  3.888386E+08
7.521800E-01  3.888664E+08
7.533700E-01  3.889220E+08
7.545600E-01  3.889498E+08
7.557400E-01  3.889776E+08
7.569300E-01  3.890054E+08
7.581200E-01  3.890332E+08
7.593100E-01  3.890610E+08
7.605000E-01  3.890610E+08
7.616900E-01  3.890888E+08
7.628700E-01  3.890888E+08
7.640600E-01  3.890888E+08
7.652500E-01  3.890610E+08
7.664400E-01  3.890610E+08
7.676300E-01  3.890610E+08
7.688200E-01  3.890332E+08
7.700000E-01  3.890054E+08
7.711900E-01  3.889776E+08
7.723800E-01  3.889776E+08
7.735700E-01  3.889498E+08
7.747600E-01  3.888942E+08
7.759400E-01  3.888386E+08
7.771300E-01  3.887830E+08
7.783200E-01  3.887552E+08
7.795100E-01  3.886996E+08
7.807000E-01  3.886162E+08
7.818900E-01  3.885606E+08
7.830700E-01  3.885050E+08
7.842600E-01  3.884216E+08
7.854500E-01  3.883660E+08
7.866400E-01  3.882548E+08
7.878300E-01  3.881714E+08
7.890100E-01  3.880880E+08
7.902000E-01  3.879768E+08
7.913900E-01  3.878934E+08
7.925800E-01  3.877822E+08
7.937700E-01  3.876710E+08
7.949600E-01  3.875598E+08
7.961400E-01  3.874486E+08
7.973300E-01  3.873374E+08
7.985200E-01  3.871984E+08
7.997100E-01  3.870872E+08
8.009000E-01  3.869482E+08
8.020800E-01  3.868092E+08
8.032700E-01  3.866702E+08
8.044600E-01  3.865312E+08
8.056500E-01  3.863644E+08
8.068400E-01  3.861976E+08
8.080300E-01  3.860308E+08
8.092100E-01  3.858918E+08
8.104000E-01  3.856972E+08
8.115900E-01  3.855304E+08
8.127800E-01  3.853636E+08
8.139700E-01  3.851690E+08
8.151500E-01  3.850022E+08
8.163400E-01  3.848076E+08
