# (E [MeV])  (Flux [1/MeV/cm^2/s]
8.616700E-01  1.858592E+08
8.633900E-01  1.860970E+08
8.651200E-01  1.863306E+08
8.668500E-01  1.865644E+08
8.685700E-01  1.867940E+08
8.703000E-01  1.870236E+08
8.720300E-01  1.872490E+08
8.737500E-01  1.874746E+08
8.754800E-01  1.876980E+08
8.772100E-01  1.879174E+08
8.789300E-01  1.881367E+08
8.806600E-01  1.883540E+08
8.823900E-01  1.885672E+08
8.841100E-01  1.887804E+08
8.858400E-01  1.889916E+08
8.875700E-01  1.892006E+08
8.892900E-01  1.894056E+08
8.910200E-01  1.896106E+08
8.927500E-01  1.898136E+08
8.944700E-01  1.900145E+08
8.962000E-01  1.902113E+08
8.979300E-01  1.904081E+08
8.996500E-01  1.906028E+08
9.013800E-01  1.907956E+08
9.031100E-01  1.909862E+08
9.048300E-01  1.911748E+08
9.065600E-01  1.913593E+08
9.082900E-01  1.915438E+08
9.100100E-01  1.917262E+08
9.117400E-01  1.919066E+08
9.134700E-01  1.920830E+08
9.151900E-01  1.922592E+08
9.169200E-01  1.924335E+08
9.186500E-01  1.926057E+08
9.203800E-01  1.927738E+08
9.221000E-01  1.929419E+08
9.238300E-01  1.931059E+08
9.255600E-01  1.932699E+08
9.272800E-01  1.934318E+08
9.290100E-01  1.935897E+08
9.307400E-01  1.937455E+08
9.324600E-01  1.939013E+08
9.341900E-01  1.940550E+08
9.359200E-01  1.942047E+08
9.376400E-01  1.943523E+08
9.393700E-01  1.944999E+08
9.411000E-01  1.946434E+08
9.428200E-01  1.947848E+08
9.445500E-01  1.949263E+08
9.462800E-01  1.950636E+08
9.480000E-01  1.951990E+08
9.497300E-01  1.953322E+08
9.514600E-01  1.954634E+08
9.531800E-01  1.955926E+08
9.549100E-01  1.957196E+08
9.566400E-01  1.958447E+08
9.583600E-01  1.959656E+08
9.600900E-01  1.960866E+08
9.618200E-01  1.962055E+08
9.635400E-01  1.963224E+08
9.652700E-01  1.964351E+08
9.670000E-01  1.965478E+08
9.687200E-01  1.966565E+08
9.704500E-01  1.967652E+08
9.721800E-01  1.968697E+08
9.739000E-01  1.969722E+08
9.756300E-01  1.970726E+08
9.773600E-01  1.971710E+08
9.790800E-01  1.972674E+08
9.808100E-01  1.973617E+08
9.825400E-01  1.974519E+08
9.842700E-01  1.975421E+08
9.859900E-01  1.976282E+08
9.877200E-01  1.977143E+08
9.894500E-01  1.977984E+08
9.911700E-01  1.978783E+08
9.929000E-01  1.979562E+08
9.946300E-01  1.980320E+08
9.963500E-01  1.981058E+08
9.980800E-01  1.981796E+08
9.998100E-01  1.982494E+08
1.001500E+00  1.983170E+08
1.003300E+00  1.983806E+08
1.005000E+00  1.984441E+08
1.006700E+00  1.985056E+08
1.008400E+00  1.985650E+08
1.010200E+00  1.986184E+08
1.011900E+00  1.986737E+08
1.013600E+00  1.987229E+08
1.015300E+00  1.987742E+08
1.017100E+00  1.988213E+08
1.018800E+00  1.988684E+08
1.020500E+00  1.989094E+08
1.022300E+00  1.989504E+08
1.024000E+00  1.989874E+08
1.025700E+00  1.990242E+08
1.027400E+00  1.990570E+08
1.029200E+00  1.990898E+08
1.030900E+00  1.991165E+08
1.032600E+00  1.991432E+08
1.034300E+00  1.991678E+08
1.036100E+00  1.991903E+08
1.037800E+00  1.992088E+08
1.039500E+00  1.992272E+08
1.041200E+00  1.992416E+08
1.043000E+00  1.992559E+08
1.044700E+00  1.992662E+08
1.046400E+00  1.992744E+08
1.048200E+00  1.992805E+08
1.049900E+00  1.992846E+08
1.051600E+00  1.992866E+08
1.053300E+00  1.992866E+08
1.055100E+00  1.992826E+08
1.056800E+00  1.992764E+08
1.058500E+00  1.992682E+08
1.060200E+00  1.992600E+08
1.062000E+00  1.992456E+08
1.063700E+00  1.992313E+08
1.065400E+00  1.992149E+08
1.067100E+00  1.991944E+08
1.068900E+00  1.991739E+08
1.070600E+00  1.991493E+08
1.072300E+00  1.991226E+08
1.074100E+00  1.990960E+08
1.075800E+00  1.990632E+08
1.077500E+00  1.990324E+08
1.079200E+00  1.989956E+08
1.081000E+00  1.989586E+08
1.082700E+00  1.989176E+08
1.084400E+00  1.988746E+08
1.086100E+00  1.988295E+08
1.087900E+00  1.987844E+08
1.089600E+00  1.987332E+08
1.091300E+00  1.986840E+08
1.093100E+00  1.986286E+08
1.094800E+00  1.985712E+08
1.096500E+00  1.985118E+08
1.098200E+00  1.984523E+08
1.100000E+00  1.983888E+08
1.101700E+00  1.983232E+08
1.103400E+00  1.982534E+08
1.105100E+00  1.981838E+08
1.106900E+00  1.981100E+08
1.108600E+00  1.980362E+08
1.110300E+00  1.979562E+08
1.112000E+00  1.978762E+08
1.113800E+00  1.977942E+08
1.115500E+00  1.977122E+08
1.117200E+00  1.976241E+08
1.119000E+00  1.975380E+08
1.120700E+00  1.974416E+08
1.122400E+00  1.973474E+08
1.124100E+00  1.972510E+08
1.125900E+00  1.971546E+08
1.127600E+00  1.970542E+08
1.129300E+00  1.969538E+08
1.131000E+00  1.968451E+08
1.132800E+00  1.967364E+08
1.134500E+00  1.966258E+08
1.136200E+00  1.965150E+08
1.137900E+00  1.964002E+08
1.139700E+00  1.962854E+08
1.141400E+00  1.961624E+08
1.143100E+00  1.960394E+08
1.144900E+00  1.959144E+08
1.146600E+00  1.957914E+08
1.148300E+00  1.956582E+08
1.150000E+00  1.955249E+08
1.151800E+00  1.953916E+08
1.153500E+00  1.952564E+08
1.155200E+00  1.951190E+08
1.156900E+00  1.949796E+08
1.158700E+00  1.948340E+08
1.160400E+00  1.946864E+08
1.162100E+00  1.945388E+08
1.163800E+00  1.943912E+08
1.165600E+00  1.942396E+08
1.167300E+00  1.940858E+08
1.169000E+00  1.939259E+08
