# Er [keV]  dR/dEr O16 [1/keV/kg/Myr]  S32  S34  Ca40  Ca44
5.432863E+02  1.159016E+02  6.152706E-01  0.000000E+00  2.307265E-01  0.000000E+00
5.559411E+02  1.069501E+02  8.267398E-01  0.000000E+00  9.018980E-01  0.000000E+00
5.688906E+02  1.023122E+02  6.610262E-01  0.000000E+00  6.610262E-01  0.000000E+00
5.821418E+02  9.416944E+01  4.306529E-01  0.000000E+00  2.153265E-01  0.000000E+00
5.957016E+02  8.536242E+01  2.805667E-01  0.000000E+00  4.208501E-01  0.000000E+00
6.095773E+02  7.629065E+01  1.370901E-01  0.000000E+00  6.854506E-02  0.000000E+00
6.237762E+02  7.174070E+01  2.009544E-01  0.000000E+00  6.698478E-02  0.000000E+00
6.383058E+02  6.441266E+01  1.963801E-01  0.000000E+00  1.309200E-01  0.000000E+00
6.531738E+02  6.057956E+01  1.279399E-01  0.000000E+00  1.279399E-01  0.000000E+00
6.683882E+02  5.232408E+01  0.000000E+00  0.000000E+00  6.251384E-02  0.000000E+00
6.839570E+02  4.911704E+01  1.832725E-01  0.000000E+00  0.000000E+00  0.000000E+00
6.998884E+02  4.238718E+01  1.194005E-01  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+02  3.622995E+01  1.750239E-01  0.000000E+00  0.000000E+00  0.000000E+00
7.328731E+02  3.494915E+01  1.140266E-01  0.000000E+00  5.701330E-02  0.000000E+00
7.499439E+02  2.913922E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  2.733253E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.852877E+02  2.394356E+01  1.064158E-01  0.000000E+00  0.000000E+00  0.000000E+00
8.035794E+02  2.402250E+01  5.199675E-02  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  1.808948E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  1.593974E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  1.518870E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E+02  1.394195E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  1.223433E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  9.963200E+00  4.528727E-02  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  8.984051E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  7.482079E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  7.607617E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
