# Er [keV]  dR/dEr H1 [1/keV/decay]  C12  C13  O16  Na23
6.095773E+02  4.754956E+02  4.562556E+01  5.564092E-01  1.932790E+01  1.786367E+00
6.237762E+02  4.608086E+02  4.135315E+01  4.292714E-01  1.631231E+01  1.287814E+00
6.383058E+02  4.359724E+02  3.988047E+01  4.474667E-01  1.457063E+01  1.286467E+00
6.531738E+02  4.295194E+02  3.610302E+01  5.192713E-01  1.415698E+01  9.292224E-01
6.683882E+02  4.153355E+02  3.485389E+01  3.472035E-01  1.217883E+01  8.813627E-01
6.839570E+02  4.011833E+02  3.259892E+01  3.132002E-01  1.122301E+01  8.091004E-01
6.998884E+02  3.890926E+02  2.956134E+01  3.570827E-01  9.921797E+00  7.141653E-01
7.161909E+02  3.796126E+02  2.509980E+01  2.741785E-01  7.452671E+00  5.483570E-01
7.328731E+02  3.653692E+02  2.486947E+01  2.922954E-01  7.697112E+00  5.115169E-01
7.499439E+02  3.460790E+02  2.239909E+01  3.332489E-01  6.498354E+00  5.474804E-01
7.674123E+02  3.287803E+02  1.953980E+01  1.860933E-01  5.908462E+00  4.187099E-01
7.852877E+02  3.258883E+02  1.804934E+01  1.818573E-01  4.887415E+00  3.637146E-01
8.035794E+02  3.079404E+02  1.683875E+01  8.885886E-02  3.887575E+00  3.554354E-01
8.222971E+02  2.965021E+02  1.493582E+01  2.170905E-02  4.385227E+00  4.124719E-01
8.414509E+02  2.895620E+02  1.330173E+01  6.364466E-02  3.415597E+00  3.818680E-01
8.610508E+02  2.754243E+02  1.154771E+01  1.243919E-01  2.985405E+00  2.902477E-01
8.811073E+02  2.629958E+02  1.031237E+01  1.823405E-01  2.735108E+00  2.228607E-01
9.016309E+02  2.546137E+02  9.602459E+00  3.959777E-02  2.415464E+00  2.177877E-01
9.226326E+02  2.479473E+02  8.319729E+00  7.739283E-02  2.321785E+00  2.128303E-01
9.441234E+02  2.350616E+02  6.806804E+00  3.781558E-02  1.834055E+00  1.323545E-01
9.661149E+02  2.283991E+02  6.208405E+00  5.543218E-02  1.736875E+00  2.217287E-01
9.886186E+02  2.167357E+02  5.597607E+00  5.417039E-02  1.643169E+00  1.625112E-01
