# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Mg24  Mg25  Mg26  P31  Fe54  Fe56  Fe57
1.566855E+02  2.348652E+02  2.452917E+01  1.574008E+00  7.394669E-02  2.429677E-01  9.613069E-01  0.000000E+00  0.000000E+00  0.000000E+00
1.603352E+02  2.265975E+02  2.393985E+01  1.476239E+00  6.194010E-02  1.342036E-01  1.207832E+00  0.000000E+00  1.032335E-02  0.000000E+00
1.640699E+02  2.253337E+02  2.259793E+01  1.442636E+00  1.614138E-01  1.614138E-01  1.029013E+00  0.000000E+00  1.008836E-02  0.000000E+00
1.678915E+02  2.171384E+02  2.278351E+01  1.567537E+00  5.915234E-02  2.366094E-01  1.143612E+00  0.000000E+00  0.000000E+00  0.000000E+00
1.718022E+02  2.125040E+02  2.223599E+01  1.194655E+00  1.059774E-01  1.734176E-01  1.040506E+00  0.000000E+00  0.000000E+00  0.000000E+00
1.758040E+02  2.098699E+02  2.187106E+01  1.402836E+00  1.223951E-01  1.694701E-01  9.791608E-01  0.000000E+00  9.415008E-03  0.000000E+00
1.798990E+02  2.051755E+02  2.123521E+01  1.472111E+00  6.440487E-02  1.104083E-01  9.016682E-01  0.000000E+00  9.200696E-03  0.000000E+00
1.840894E+02  1.994622E+02  1.989766E+01  1.519523E+00  5.394757E-02  1.168864E-01  8.002224E-01  0.000000E+00  1.798252E-02  0.000000E+00
1.883774E+02  1.951679E+02  1.899662E+01  1.247697E+00  7.907937E-02  1.142258E-01  7.029277E-01  0.000000E+00  1.757319E-02  0.000000E+00
1.927653E+02  1.901328E+02  1.879604E+01  1.287988E+00  9.445248E-02  1.459720E-01  7.813796E-01  0.000000E+00  0.000000E+00  0.000000E+00
1.972553E+02  1.863000E+02  1.871223E+01  1.359364E+00  3.356454E-02  1.006936E-01  8.055489E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.018500E+02  1.798124E+02  1.822069E+01  1.057817E+00  5.740090E-02  8.200129E-02  7.380116E-01  0.000000E+00  1.640026E-02  0.000000E+00
2.065517E+02  1.771538E+02  1.722896E+01  1.041751E+00  6.410777E-02  8.814818E-02  6.731316E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.113629E+02  1.713985E+02  1.599103E+01  1.065024E+00  6.264850E-02  1.331281E-01  7.831062E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.162862E+02  1.667087E+02  1.610150E+01  1.094351E+00  5.356964E-02  1.300977E-01  6.657941E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.213241E+02  1.657110E+02  1.573499E+01  1.047005E+00  2.991443E-02  7.478606E-02  7.403820E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.264794E+02  1.591033E+02  1.476291E+01  8.770047E-01  1.461674E-02  8.039210E-02  4.092689E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.317548E+02  1.551888E+02  1.434116E+01  7.070593E-01  8.570416E-02  5.713611E-02  5.927871E-01  0.000000E+00  7.142014E-03  0.000000E+00
2.371531E+02  1.533034E+02  1.434275E+01  9.701424E-01  4.187665E-02  9.073274E-02  4.466843E-01  0.000000E+00  1.395888E-02  0.000000E+00
2.426771E+02  1.494250E+02  1.349109E+01  7.911861E-01  2.728228E-02  6.138513E-02  4.637988E-01  0.000000E+00  2.046171E-02  0.000000E+00
2.483298E+02  1.456838E+02  1.330397E+01  8.398297E-01  5.998783E-02  9.997972E-02  4.599067E-01  0.000000E+00  6.665315E-03  0.000000E+00
2.541141E+02  1.413645E+02  1.224556E+01  8.532808E-01  5.210875E-02  1.042175E-01  5.080603E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.600332E+02  1.391715E+02  1.188406E+01  7.893005E-01  1.909598E-02  5.728794E-02  4.201115E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.660901E+02  1.341810E+02  1.198056E+01  6.282638E-01  3.732260E-02  6.220434E-02  4.727530E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.722882E+02  1.339290E+02  1.109388E+01  6.808300E-01  2.431536E-02  6.078839E-02  3.829669E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.786306E+02  1.270785E+02  1.095422E+01  6.178087E-01  4.158328E-02  5.940468E-02  4.752375E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.851207E+02  1.262177E+02  1.052491E+01  6.037456E-01  4.644197E-02  6.385771E-02  3.308991E-01  0.000000E+00  0.000000E+00  0.000000E+00
2.917620E+02  1.219717E+02  1.004707E+01  5.502910E-01  2.836552E-02  4.538482E-02  3.687517E-01  0.000000E+00  5.673103E-03  0.000000E+00
2.985580E+02  1.175432E+02  1.011220E+01  6.597321E-01  5.543967E-03  4.989571E-02  3.270941E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.055124E+02  1.170022E+02  9.421504E+00  5.851193E-01  1.083554E-02  8.668434E-02  3.142307E-01  0.000000E+00  5.417771E-03  0.000000E+00
3.126287E+02  1.144448E+02  9.318228E+00  5.612115E-01  4.765003E-02  4.765003E-02  3.229613E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.199107E+02  1.102358E+02  9.188902E+00  5.329149E-01  2.586966E-02  4.656538E-02  3.000880E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.273624E+02  1.070136E+02  8.787603E+00  4.752789E-01  2.022463E-02  3.539311E-02  3.134818E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.349876E+02  1.047753E+02  8.775334E+00  5.039888E-01  1.976426E-02  6.423386E-02  2.075248E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.427905E+02  1.023614E+02  8.203781E+00  4.973452E-01  9.657188E-03  4.828594E-02  1.931438E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.507751E+02  1.003428E+02  7.460236E+00  4.058066E-01  1.415604E-02  4.718682E-02  1.698725E-01  0.000000E+00  4.718682E-03  0.000000E+00
3.589457E+02  9.819241E+01  7.285809E+00  3.873468E-01  1.844509E-02  2.305636E-02  1.613945E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.673066E+02  9.602037E+01  7.133482E+00  4.145801E-01  3.605045E-02  5.407567E-02  2.027838E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.758623E+02  9.262365E+01  6.473483E+00  3.170686E-01  1.761492E-02  1.761492E-02  2.201865E-01  0.000000E+00  4.403730E-03  0.000000E+00
3.846173E+02  9.048946E+01  6.476751E+00  2.883337E-01  1.291047E-02  2.582093E-02  1.893535E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.935762E+02  8.780725E+01  6.219978E+00  3.658811E-01  8.411059E-03  2.943871E-02  1.345769E-01  0.000000E+00  0.000000E+00  0.000000E+00
4.027437E+02  8.585783E+01  6.140041E+00  3.123448E-01  4.109800E-03  3.698820E-02  1.438430E-01  0.000000E+00  0.000000E+00  0.000000E+00
4.121248E+02  8.265441E+01  5.610700E+00  2.530237E-01  3.614624E-02  5.221124E-02  1.204875E-01  0.000000E+00  0.000000E+00  0.000000E+00
4.217245E+02  8.138132E+01  5.204322E+00  2.511890E-01  1.962414E-02  2.747380E-02  1.255945E-01  0.000000E+00  0.000000E+00  0.000000E+00
4.315477E+02  7.873107E+01  5.300645E+00  2.339648E-01  1.917744E-02  1.534195E-02  1.227356E-01  0.000000E+00  3.835488E-03  0.000000E+00
4.415997E+02  7.763984E+01  5.191232E+00  2.398836E-01  1.499273E-02  2.998546E-02  9.370455E-02  0.000000E+00  0.000000E+00  0.000000E+00
4.518859E+02  7.378105E+01  4.739745E+00  2.234346E-01  1.098859E-02  2.564004E-02  8.058299E-02  0.000000E+00  0.000000E+00  0.000000E+00
4.624117E+02  7.329356E+01  4.545947E+00  2.290871E-01  3.579486E-03  1.073846E-02  7.874869E-02  0.000000E+00  0.000000E+00  0.000000E+00
4.731826E+02  7.146428E+01  4.463457E+00  2.553545E-01  1.749003E-02  2.098804E-02  8.395217E-02  0.000000E+00  0.000000E+00  0.000000E+00
4.842045E+02  6.853515E+01  3.985834E+00  1.709191E-01  6.836765E-03  1.709191E-02  6.494927E-02  0.000000E+00  0.000000E+00  0.000000E+00
4.954830E+02  6.774343E+01  3.918489E+00  1.469851E-01  1.002171E-02  1.336228E-02  6.347084E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.070243E+02  6.625037E+01  3.835823E+00  1.566974E-01  9.793590E-03  9.793590E-03  6.855513E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.188344E+02  6.385864E+01  3.579427E+00  1.595110E-01  3.190220E-03  1.595110E-02  6.061419E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.309196E+02  6.232086E+01  3.473009E+00  1.215865E-01  3.117602E-03  1.247041E-02  4.052883E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.432863E+02  6.101499E+01  3.336067E+00  1.188188E-01  9.139910E-03  1.218655E-02  5.179282E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.559411E+02  5.820893E+01  3.027901E+00  9.825046E-02  0.000000E+00  8.931860E-03  5.656845E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.688906E+02  5.690139E+01  2.912425E+00  9.601401E-02  5.819031E-03  1.454758E-02  4.655225E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.821418E+02  5.528203E+01  2.874563E+00  9.951504E-02  5.686574E-03  0.000000E+00  3.411944E-02  0.000000E+00  0.000000E+00  0.000000E+00
5.957016E+02  5.430429E+01  2.467366E+00  8.891410E-02  1.389283E-02  5.557131E-03  3.889992E-02  0.000000E+00  0.000000E+00  0.000000E+00
6.095773E+02  5.303016E+01  2.438355E+00  6.788295E-02  5.430636E-03  5.430636E-03  2.715318E-02  0.000000E+00  0.000000E+00  0.000000E+00
6.237762E+02  5.085982E+01  2.194452E+00  6.899125E-02  5.307019E-03  1.061404E-02  2.388159E-02  0.000000E+00  0.000000E+00  0.000000E+00
6.383058E+02  4.990956E+01  2.134128E+00  7.001393E-02  0.000000E+00  2.593108E-03  1.815176E-02  0.000000E+00  0.000000E+00  0.000000E+00
6.531738E+02  4.812729E+01  2.012061E+00  7.095430E-02  2.534082E-03  2.534082E-03  1.773857E-02  0.000000E+00  0.000000E+00  0.000000E+00
6.683882E+02  4.701692E+01  1.748338E+00  7.429198E-02  4.952799E-03  2.476399E-03  1.238200E-02  0.000000E+00  0.000000E+00  0.000000E+00
6.839570E+02  4.547962E+01  1.793242E+00  3.630044E-02  4.840059E-03  7.260089E-03  9.680118E-03  0.000000E+00  0.000000E+00  0.000000E+00
6.998884E+02  4.473290E+01  1.707489E+00  4.966380E-02  2.364943E-03  0.000000E+00  1.418966E-02  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+02  4.306292E+01  1.513777E+00  3.697776E-02  0.000000E+00  6.933331E-03  6.933331E-03  0.000000E+00  0.000000E+00  0.000000E+00
7.328731E+02  4.117929E+01  1.377687E+00  3.161904E-02  0.000000E+00  2.258503E-03  9.034012E-03  0.000000E+00  0.000000E+00  0.000000E+00
7.499439E+02  4.071204E+01  1.383847E+00  3.531349E-02  2.207093E-03  0.000000E+00  4.414186E-03  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  3.914689E+01  1.171172E+00  2.588224E-02  2.156854E-03  0.000000E+00  6.470561E-03  0.000000E+00  0.000000E+00  0.000000E+00
7.852877E+02  3.839702E+01  1.211961E+00  2.740085E-02  2.107758E-03  0.000000E+00  8.431031E-03  0.000000E+00  0.000000E+00  0.000000E+00
8.035794E+02  3.712958E+01  1.050487E+00  1.853801E-02  2.059779E-03  0.000000E+00  6.179338E-03  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  3.579527E+01  9.702144E-01  1.811604E-02  0.000000E+00  6.038679E-03  4.025786E-03  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  3.432544E+01  9.284589E-01  1.376952E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  3.372479E+01  8.554225E-01  7.689191E-03  0.000000E+00  1.922298E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E+02  3.270352E+01  7.157241E-01  1.502833E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  3.181407E+01  6.718955E-01  1.468624E-02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  3.066831E+01  6.745413E-01  1.435194E-02  0.000000E+00  0.000000E+00  1.793993E-03  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  2.972126E+01  6.030858E-01  8.765782E-03  1.753156E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  2.830631E+01  5.259677E-01  6.852999E-03  0.000000E+00  0.000000E+00  1.713250E-03  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  2.781601E+01  4.353054E-01  6.697006E-03  0.000000E+00  1.674251E-03  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
