# Er [keV]  dR/dEr H1 [1/keV/kg/Myr]  B10  B11  O16  Sr86  Sr87  Sr88
1.758040E+01  2.416516E+04  7.000012E+02  6.447686E+03  1.306165E+04  8.720946E+01  1.511631E+02  1.667445E+03
1.798990E+01  2.427189E+04  7.238386E+02  6.465686E+03  1.255979E+04  8.749698E+01  1.534038E+02  1.551083E+03
1.840894E+01  2.366276E+04  6.518391E+02  6.235224E+03  1.252597E+04  6.107522E+01  1.532433E+02  1.455811E+03
1.883774E+01  2.290709E+04  6.326607E+02  6.215919E+03  1.226580E+04  7.487751E+01  1.464995E+02  1.468250E+03
1.927653E+01  2.200707E+04  6.490135E+02  6.089274E+03  1.178723E+04  7.635453E+01  1.346809E+02  1.443313E+03
1.972553E+01  2.211550E+04  6.456399E+02  5.996264E+03  1.157385E+04  6.736211E+01  1.647781E+02  1.458131E+03
2.018500E+01  2.132143E+04  6.542366E+02  5.699758E+03  1.116557E+04  7.899451E+01  1.488743E+02  1.387468E+03
2.065517E+01  2.116071E+04  5.997565E+02  5.584861E+03  1.126770E+04  7.422729E+01  1.345988E+02  1.381617E+03
2.113629E+01  2.024188E+04  5.493519E+02  5.434522E+03  1.086227E+04  7.640634E+01  1.257320E+02  1.297941E+03
2.162862E+01  2.018281E+04  5.614211E+02  5.317433E+03  1.057721E+04  6.048982E+01  1.294860E+02  1.303367E+03
2.213241E+01  1.928928E+04  5.791217E+02  5.210248E+03  1.044174E+04  6.280746E+01  1.283858E+02  1.290324E+03
2.264794E+01  1.899372E+04  5.235164E+02  5.154832E+03  1.017608E+04  6.859870E+01  1.173399E+02  1.165275E+03
2.317548E+01  1.865222E+04  5.521749E+02  5.063073E+03  1.000883E+04  6.703721E+01  1.155510E+02  1.264886E+03
2.371531E+01  1.834574E+04  4.921964E+02  4.959892E+03  9.863754E+03  4.913344E+01  1.120587E+02  1.181789E+03
2.426771E+01  1.795004E+04  5.517516E+02  4.893321E+03  9.429477E+03  5.896582E+01  1.204588E+02  1.150676E+03
2.483298E+01  1.728214E+04  4.988557E+02  4.725135E+03  9.386061E+03  6.091637E+01  9.796011E+01  1.149179E+03
2.541141E+01  1.690725E+04  5.051984E+02  4.588617E+03  8.946356E+03  6.113866E+01  1.142328E+02  1.075558E+03
2.600332E+01  1.640605E+04  4.740451E+02  4.521116E+03  8.942392E+03  6.367770E+01  1.139909E+02  1.014126E+03
2.660901E+01  1.626845E+04  4.448165E+02  4.492723E+03  8.688134E+03  4.993622E+01  1.029454E+02  9.948832E+02
2.722882E+01  1.582982E+04  4.527095E+02  4.395712E+03  8.411538E+03  5.180258E+01  1.201219E+02  1.028544E+03
2.786306E+01  1.549223E+04  4.761535E+02  4.374890E+03  8.469517E+03  4.768872E+01  1.049152E+02  9.911917E+02
2.851207E+01  1.499547E+04  4.430888E+02  4.230136E+03  8.205030E+03  3.799953E+01  9.535730E+01  9.922895E+02
2.917620E+01  1.458897E+04  4.379075E+02  4.005627E+03  7.957304E+03  5.465085E+01  1.015945E+02  1.011041E+03
2.985580E+01  1.447052E+04  4.313630E+02  3.928827E+03  7.891888E+03  4.655981E+01  9.859725E+01  9.448903E+02
3.055124E+01  1.394508E+04  4.135146E+02  3.937087E+03  7.623254E+03  3.613234E+01  8.564703E+01  8.905953E+02
3.126287E+01  1.362634E+04  4.237184E+02  3.733038E+03  7.433381E+03  3.857930E+01  8.958244E+01  9.370192E+02
3.199107E+01  1.333406E+04  4.089614E+02  3.675540E+03  7.303795E+03  4.792516E+01  7.284625E+01  8.652089E+02
3.273624E+01  1.313295E+04  3.884121E+02  3.572517E+03  7.051365E+03  4.683425E+01  8.929731E+01  8.380209E+02
3.349876E+01  1.286757E+04  3.838424E+02  3.495468E+03  7.053181E+03  3.600430E+01  8.299296E+01  8.390832E+02
3.427905E+01  1.238562E+04  4.061154E+02  3.428425E+03  6.897402E+03  4.711177E+01  7.752570E+01  8.056709E+02
3.507751E+01  1.217071E+04  3.601561E+02  3.473933E+03  6.763126E+03  3.729772E+01  7.401266E+01  7.803383E+02
3.589457E+01  1.178091E+04  3.599311E+02  3.339614E+03  6.515778E+03  4.328286E+01  8.030109E+01  7.528939E+02
3.673066E+01  1.167637E+04  3.344851E+02  3.245229E+03  6.374140E+03  3.617559E+01  7.068155E+01  7.691488E+02
3.758623E+01  1.129310E+04  3.333979E+02  3.157218E+03  6.190975E+03  4.514196E+01  5.928282E+01  7.277102E+02
3.846173E+01  1.104348E+04  3.289978E+02  3.079504E+03  6.082473E+03  4.198841E+01  7.068935E+01  7.127399E+02
3.935762E+01  1.081859E+04  3.308581E+02  3.018755E+03  6.020371E+03  4.155204E+01  6.025045E+01  7.167726E+02
4.027437E+01  1.053071E+04  3.263723E+02  2.997752E+03  5.881300E+03  3.045465E+01  6.446234E+01  6.446234E+02
4.121248E+01  1.028753E+04  2.981102E+02  2.922075E+03  5.751393E+03  3.571370E+01  7.539558E+01  6.840165E+02
4.217245E+01  1.007178E+04  2.976259E+02  2.805148E+03  5.618537E+03  3.150763E+01  5.865266E+01  6.286983E+02
4.315477E+01  9.824040E+03  2.927459E+02  2.791981E+03  5.423378E+03  3.458002E+01  5.826496E+01  6.072819E+02
4.415997E+01  9.627267E+03  2.870080E+02  2.688617E+03  5.263819E+03  3.842204E+01  5.647577E+01  5.994764E+02
4.518859E+01  9.390028E+03  3.017367E+02  2.618821E+03  5.158024E+03  3.483317E+01  5.745212E+01  5.926163E+02
4.624117E+01  9.212978E+03  2.851426E+02  2.609607E+03  5.067138E+03  3.448236E+01  6.365973E+01  5.795688E+02
4.731826E+01  8.993761E+03  2.665554E+02  2.593839E+03  4.986789E+03  2.851322E+01  5.961855E+01  5.616240E+02
4.842045E+01  8.692357E+03  2.583769E+02  2.488778E+03  4.866943E+03  2.279796E+01  5.699491E+01  5.420849E+02
4.954830E+01  8.640547E+03  2.628099E+02  2.433364E+03  4.721914E+03  2.681734E+01  4.950893E+01  5.173683E+02
5.070243E+01  8.427736E+03  2.624722E+02  2.373136E+03  4.589836E+03  2.056234E+01  4.999470E+01  5.128489E+02
5.188344E+01  8.128334E+03  2.297052E+02  2.302174E+03  4.514909E+03  2.600437E+01  4.688666E+01  4.976290E+02
5.309196E+01  7.892486E+03  2.398780E+02  2.322542E+03  4.462962E+03  2.194710E+01  4.312413E+01  4.843764E+02
5.432863E+01  7.732397E+03  2.370516E+02  2.201570E+03  4.357234E+03  2.370516E+01  4.703405E+01  4.786184E+02
5.559411E+01  7.646107E+03  2.379067E+02  2.178666E+03  4.290409E+03  2.169473E+01  5.442069E+01  4.467644E+02
5.688906E+01  7.573393E+03  2.436307E+02  2.111466E+03  4.163641E+03  2.335693E+01  4.671385E+01  4.581551E+02
5.821418E+01  7.261943E+03  2.345734E+02  2.086580E+03  4.048849E+03  2.212294E+01  4.319241E+01  4.487797E+02
5.957016E+01  7.105907E+03  2.206548E+02  2.025700E+03  3.973158E+03  2.230569E+01  3.568911E+01  4.155722E+02
6.095773E+01  6.997142E+03  2.159674E+02  1.975900E+03  3.906864E+03  2.448078E+01  3.957167E+01  4.178500E+02
6.237762E+01  6.748728E+03  2.130177E+02  1.917815E+03  3.839890E+03  2.261265E+01  3.572143E+01  4.253799E+02
6.383058E+01  6.649873E+03  2.068878E+02  1.821637E+03  3.683627E+03  1.857506E+01  3.554883E+01  3.852724E+02
6.531738E+01  6.463764E+03  1.962320E+02  1.812095E+03  3.580374E+03  2.222085E+01  3.536558E+01  3.746248E+02
6.683882E+01  6.386669E+03  1.822840E+02  1.780328E+03  3.512637E+03  1.651567E+01  3.180795E+01  3.547810E+02
6.839570E+01  6.102609E+03  1.897912E+02  1.726054E+03  3.421920E+03  1.853079E+01  3.586605E+01  3.628449E+02
6.998884E+01  6.034672E+03  1.866393E+02  1.700492E+03  3.422889E+03  1.752482E+01  3.534172E+01  3.575063E+02
7.161909E+01  5.866194E+03  1.801075E+02  1.691183E+03  3.300448E+03  1.798220E+01  3.025577E+01  3.399492E+02
7.328731E+01  5.734337E+03  1.615031E+02  1.666634E+03  3.207190E+03  1.338886E+01  3.151960E+01  3.230062E+02
7.499439E+01  5.626704E+03  1.711835E+02  1.614795E+03  3.117012E+03  1.417443E+01  2.480526E+01  3.251942E+02
7.674123E+01  5.459467E+03  1.678197E+02  1.575907E+03  3.094009E+03  1.545007E+01  2.983461E+01  3.135298E+02
7.852877E+01  5.343785E+03  1.650409E+02  1.553311E+03  3.037638E+03  1.145394E+01  2.941581E+01  2.957200E+02
8.035794E+01  5.234102E+03  1.684071E+02  1.501926E+03  2.915579E+03  1.399152E+01  2.823744E+01  2.823744E+02
8.222971E+01  5.081149E+03  1.499062E+02  1.486632E+03  2.908628E+03  1.143563E+01  2.759468E+01  2.744552E+02
8.414509E+01  5.059264E+03  1.613134E+02  1.410277E+03  2.798447E+03  1.336180E+01  2.550889E+01  2.626201E+02
8.610508E+01  4.882374E+03  1.538429E+02  1.444651E+03  2.749466E+03  1.092094E+01  2.397859E+01  2.471457E+02
8.811073E+01  4.810911E+03  1.521970E+02  1.394366E+03  2.656024E+03  1.554451E+01  2.528883E+01  2.542804E+02
9.016309E+01  4.650841E+03  1.489593E+02  1.328844E+03  2.593071E+03  8.842334E+00  2.153902E+01  2.412370E+02
9.226326E+01  4.557383E+03  1.384785E+02  1.285745E+03  2.584341E+03  1.373707E+01  2.415065E+01  2.337517E+02
9.441234E+01  4.462738E+03  1.439872E+02  1.297184E+03  2.474632E+03  1.147567E+01  2.554961E+01  2.165221E+02
9.661149E+01  4.356710E+03  1.381706E+02  1.275486E+03  2.443905E+03  8.463740E+00  2.179413E+01  2.149790E+02
9.886186E+01  4.274081E+03  1.366796E+02  1.248520E+03  2.389309E+03  1.095918E+01  2.171159E+01  2.011941E+02
1.011646E+02  4.221651E+03  1.404388E+02  1.162712E+03  2.295922E+03  1.010351E+01  1.879253E+01  1.834798E+02
1.035211E+02  4.049331E+03  1.246039E+02  1.205360E+03  2.270319E+03  9.676057E+00  1.836476E+01  1.717994E+02
1.059324E+02  3.966999E+03  1.287147E+02  1.110960E+03  2.190466E+03  7.911998E+00  1.968351E+01  1.700115E+02
1.083999E+02  3.869344E+03  1.142812E+02  1.139229E+03  2.149468E+03  7.731899E+00  1.697246E+01  1.576553E+02
1.109248E+02  3.772053E+03  1.194201E+02  1.101503E+03  2.125235E+03  8.477351E+00  1.363748E+01  1.490908E+02
1.135086E+02  3.723830E+03  1.176022E+02  1.070847E+03  2.074517E+03  7.564002E+00  1.188629E+01  1.451568E+02
1.161526E+02  3.580283E+03  1.117573E+02  1.049639E+03  2.035040E+03  7.391824E+00  1.531164E+01  1.365727E+02
1.188581E+02  3.527508E+03  1.126532E+02  1.008891E+03  1.963606E+03  6.707596E+00  1.341519E+01  1.289922E+02
1.216267E+02  3.464356E+03  1.077359E+02  1.001557E+03  1.890672E+03  7.563361E+00  1.277368E+01  1.110974E+02
1.244597E+02  3.410134E+03  1.001918E+02  9.621697E+02  1.873915E+03  6.734203E+00  1.199017E+01  1.080757E+02
1.273587E+02  3.304421E+03  1.054551E+02  9.779879E+02  1.820024E+03  6.099383E+00  1.011214E+01  9.759013E+01
1.303253E+02  3.234536E+03  9.756470E+01  9.121201E+02  1.785810E+03  5.646831E+00  9.254529E+00  9.395700E+01
1.333610E+02  3.172559E+03  1.017819E+02  8.778686E+02  1.754051E+03  3.985434E+00  1.073002E+01  8.262112E+01
1.364674E+02  3.070383E+03  1.005136E+02  8.794566E+02  1.704986E+03  4.044512E+00  7.789430E+00  7.714531E+01
1.396461E+02  2.993759E+03  8.768577E+01  8.789072E+02  1.651537E+03  3.513286E+00  8.929603E+00  7.451095E+01
1.428989E+02  2.891995E+03  8.669119E+01  8.380148E+02  1.636117E+03  3.004150E+00  8.440231E+00  6.022606E+01
1.462274E+02  2.848533E+03  8.821281E+01  8.081748E+02  1.600413E+03  2.935767E+00  6.151131E+00  5.605917E+01
1.496335E+02  2.784512E+03  8.893717E+01  7.967459E+02  1.562480E+03  2.322476E+00  6.147731E+00  5.177755E+01
1.531189E+02  2.716857E+03  8.317453E+01  7.839500E+02  1.505018E+03  2.937142E+00  6.541817E+00  4.605973E+01
1.566855E+02  2.662842E+03  7.971564E+01  7.749769E+02  1.459801E+03  3.000752E+00  7.175712E+00  4.201053E+01
1.603352E+02  2.611280E+03  7.841108E+01  7.496864E+02  1.451434E+03  2.549954E+00  4.589917E+00  3.773932E+01
1.640699E+02  2.554208E+03  8.136085E+01  7.215325E+02  1.391981E+03  1.495146E+00  4.610033E+00  3.762784E+01
1.678915E+02  2.511408E+03  7.756071E+01  7.015774E+02  1.358834E+03  1.461112E+00  4.383337E+00  2.849169E+01
1.718022E+02  2.438416E+03  7.389140E+01  7.047646E+02  1.335281E+03  1.427853E+00  2.855706E+00  2.427350E+01
1.758040E+02  2.378260E+03  7.418618E+01  6.882570E+02  1.272793E+03  1.162793E+00  3.255820E+00  2.116283E+01
1.798990E+02  2.308102E+03  6.965668E+01  6.462277E+02  1.259843E+03  1.590854E+00  2.272649E+00  1.931751E+01
1.840894E+02  2.284546E+03  6.573914E+01  6.397351E+02  1.254596E+03  1.221504E+00  1.998825E+00  1.887779E+01
1.883774E+02  2.219196E+03  7.129641E+01  6.232196E+02  1.197715E+03  4.340725E-01  2.387399E+00  1.302218E+01
1.927653E+02  2.178013E+03  6.723441E+01  6.248346E+02  1.172890E+03  9.544316E-01  1.590719E+00  1.357414E+01
1.972553E+02  2.101594E+03  6.352765E+01  5.983828E+02  1.132409E+03  1.036340E+00  1.139974E+00  9.534329E+00
2.018500E+02  2.029653E+03  6.542366E+01  5.878002E+02  1.125469E+03  4.051001E-01  1.519125E+00  7.696901E+00
2.065517E+02  2.036698E+03  6.334062E+01  5.751130E+02  1.087182E+03  1.979394E-01  9.896972E-01  7.521698E+00
2.113629E+02  1.965867E+03  6.122179E+01  5.619251E+02  1.055955E+03  1.934338E-01  1.160603E+00  6.383315E+00
2.162862E+02  1.916204E+03  5.982821E+01  5.669030E+02  1.049782E+03  9.451534E-02  5.670921E-01  6.238013E+00
2.213241E+02  1.899002E+03  5.578780E+01  5.355260E+02  1.016188E+03  1.847278E-01  2.770917E-01  5.080015E+00
2.264794E+02  1.838626E+03  5.514975E+01  5.156637E+02  9.870993E+02  4.513073E-01  6.318302E-01  2.798105E+00
2.317548E+02  1.772428E+03  5.486466E+01  5.058663E+02  9.635716E+02  8.820685E-02  3.528274E-01  2.646206E+00
2.371531E+02  1.772855E+03  5.223661E+01  4.986613E+02  9.416381E+02  8.619902E-02  6.895921E-01  3.016966E+00
2.426771E+02  1.706639E+03  4.978400E+01  4.798976E+02  9.235733E+02  1.684738E-01  3.369476E-01  1.684738E+00
2.483298E+02  1.673142E+03  5.046181E+01  4.669981E+02  8.920956E+02  8.231942E-02  1.646388E-01  2.881180E+00
2.541141E+02  1.621381E+03  4.850870E+01  4.540350E+02  8.699388E+02  0.000000E+00  1.608912E-01  1.769803E+00
2.600332E+02  1.618829E+03  4.819065E+01  4.502249E+02  8.401525E+02  7.861444E-02  7.861444E-02  1.493674E+00
2.660901E+02  1.561390E+03  4.517307E+01  4.353670E+02  8.041268E+02  1.536499E-01  7.682496E-02  1.306024E+00
2.722882E+02  1.524497E+03  4.744816E+01  4.349915E+02  7.999370E+02  0.000000E+00  7.507621E-02  4.504572E-01
2.786306E+02  1.489209E+03  4.453393E+01  4.090225E+02  7.793804E+02  0.000000E+00  1.467345E-01  5.869381E-01
2.851207E+02  1.448212E+03  4.251645E+01  4.039421E+02  7.559038E+02  7.169722E-02  0.000000E+00  4.301833E-01
2.917620E+02  1.420502E+03  4.589270E+01  4.066584E+02  7.419203E+02  0.000000E+00  0.000000E+00  2.802608E-01
2.985580E+02  1.387140E+03  4.217771E+01  3.896646E+02  7.089416E+02  0.000000E+00  6.847031E-02  2.738813E-01
3.055124E+02  1.353558E+03  3.994631E+01  3.720962E+02  6.936071E+02  0.000000E+00  0.000000E+00  6.691174E-02
3.126287E+02  1.332882E+03  3.779464E+01  3.666341E+02  6.834421E+02  0.000000E+00  0.000000E+00  2.615546E-01
3.199107E+02  1.293340E+03  4.057664E+01  3.538794E+02  6.577249E+02  0.000000E+00  0.000000E+00  6.390022E-02
3.273624E+02  1.279886E+03  3.571892E+01  3.453870E+02  6.391939E+02  0.000000E+00  6.244567E-02  0.000000E+00
3.349876E+02  1.222804E+03  3.734683E+01  3.380742E+02  6.141479E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.427905E+02  1.209818E+03  3.488656E+01  3.296035E+02  6.057739E+02  5.963515E-02  0.000000E+00  0.000000E+00
3.507751E+02  1.168526E+03  3.385934E+01  3.165061E+02  5.789888E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.589457E+02  1.156677E+03  3.291775E+01  3.110101E+02  5.593740E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.673066E+02  1.124393E+03  3.589732E+01  3.133363E+02  5.449714E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.758623E+02  1.107392E+03  3.274152E+01  3.025055E+02  5.260398E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.846173E+02  1.064380E+03  3.188993E+01  2.856806E+02  5.035420E+02  0.000000E+00  0.000000E+00  0.000000E+00
3.935762E+02  1.042437E+03  2.981359E+01  2.819306E+02  4.940018E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.027437E+02  1.023784E+03  3.091147E+01  2.706911E+02  4.753970E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.121248E+02  9.992395E+02  2.847175E+01  2.650254E+02  4.598635E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.217245E+02  9.872551E+02  2.699961E+01  2.675240E+02  4.310728E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.315477E+02  9.571559E+02  2.813771E+01  2.497814E+02  4.191761E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.415997E+02  9.264804E+02  2.684914E+01  2.410867E+02  4.093567E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.518859E+02  9.023149E+02  2.646416E+01  2.360965E+02  3.883220E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.624117E+02  8.739951E+02  2.696697E+01  2.302802E+02  3.681655E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.731826E+02  8.723317E+02  2.453865E+01  2.198110E+02  3.623339E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.842045E+02  8.336878E+02  2.604879E+01  2.151875E+02  3.407029E+02  0.000000E+00  0.000000E+00  0.000000E+00
4.954830E+02  8.206106E+02  2.265034E+01  2.052558E+02  3.237059E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.070243E+02  8.108819E+02  2.273953E+01  2.037284E+02  3.123863E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.188344E+02  7.849772E+02  2.131570E+01  1.972786E+02  2.914459E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.309196E+02  7.575600E+02  2.083049E+01  1.855878E+02  2.892012E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.432863E+02  7.450569E+02  2.065735E+01  1.853141E+02  2.578971E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.559411E+02  7.268839E+02  1.970911E+01  1.782278E+02  2.461801E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.688906E+02  7.109129E+02  1.922455E+01  1.654389E+02  2.369470E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.821418E+02  6.993308E+02  1.868160E+01  1.656060E+02  2.179285E+02  0.000000E+00  0.000000E+00  0.000000E+00
5.957016E+02  6.795343E+02  1.757002E+01  1.586793E+02  2.017464E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.095773E+02  6.660783E+02  1.723715E+01  1.564758E+02  1.898769E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.237762E+02  6.507527E+02  1.681201E+01  1.457696E+02  1.779517E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.383058E+02  6.378933E+02  1.508423E+01  1.413947E+02  1.628841E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.531738E+02  6.169885E+02  1.530422E+01  1.303519E+02  1.542941E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.683882E+02  6.023936E+02  1.593456E+01  1.272930E+02  1.368659E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.839570E+02  5.880239E+02  1.410731E+01  1.209583E+02  1.255910E+02  0.000000E+00  0.000000E+00  0.000000E+00
6.998884E+02  5.746389E+02  1.393223E+01  1.151381E+02  1.191104E+02  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+02  5.648980E+02  1.335821E+01  1.059237E+02  1.054100E+02  0.000000E+00  0.000000E+00  0.000000E+00
7.328731E+02  5.418025E+02  1.179893E+01  1.034010E+02  9.578613E+01  0.000000E+00  0.000000E+00  0.000000E+00
7.499439E+02  5.347304E+02  1.044001E+01  9.734019E+01  8.232074E+01  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  5.157924E+02  1.118798E+01  9.222091E+01  8.087310E+01  0.000000E+00  0.000000E+00  0.000000E+00
7.852877E+02  5.065506E+02  1.036061E+01  8.421251E+01  6.874969E+01  0.000000E+00  0.000000E+00  0.000000E+00
8.035794E+02  4.927306E+02  1.020109E+01  7.746216E+01  6.006180E+01  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  4.734103E+02  9.247945E+00  7.510227E+01  5.553739E+01  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  4.656223E+02  8.794495E+00  6.756213E+01  4.739795E+01  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  4.547386E+02  8.997908E+00  6.578681E+01  4.190318E+01  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E+02  4.442251E+02  8.305874E+00  6.094841E+01  3.614679E+01  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  4.365166E+02  6.869814E+00  5.393824E+01  2.992790E+01  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  4.214178E+02  6.713437E+00  5.027323E+01  2.918019E+01  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  4.127995E+02  5.456358E+00  4.791635E+01  2.390404E+01  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  3.989384E+02  6.093893E+00  4.278421E+01  1.997443E+01  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  3.900229E+02  6.223989E+00  3.930832E+01  1.751402E+01  0.000000E+00  0.000000E+00  0.000000E+00
