# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  S32  S34  Co59
5.957016E+02  6.661979E+01  2.501144E+00  0.000000E+00  0.000000E+00  3.517784E-03
6.095773E+02  6.555024E+01  2.344518E+00  3.437709E-03  0.000000E+00  0.000000E+00
6.237762E+02  6.456877E+01  2.109739E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.383058E+02  6.102088E+01  2.130658E+00  6.565974E-03  0.000000E+00  0.000000E+00
6.531738E+02  5.947787E+01  1.857581E+00  3.208257E-03  0.000000E+00  0.000000E+00
6.683882E+02  5.860995E+01  1.655400E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.839570E+02  5.648842E+01  1.651421E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.998884E+02  5.488221E+01  1.443166E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+02  5.228992E+01  1.383981E+00  2.925965E-03  0.000000E+00  0.000000E+00
7.328731E+02  5.057639E+01  1.175198E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.499439E+02  5.007341E+01  1.089767E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  4.899367E+01  9.803103E-01  0.000000E+00  0.000000E+00  0.000000E+00
7.852877E+02  4.735007E+01  9.233051E-01  0.000000E+00  0.000000E+00  0.000000E+00
8.035794E+02  4.573766E+01  7.432142E-01  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  4.358544E+01  7.441354E-01  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  4.238412E+01  7.371584E-01  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  4.144368E+01  5.816571E-01  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E+02  3.929212E+01  5.065808E-01  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  3.863711E+01  4.601870E-01  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  3.691498E+01  4.042864E-01  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  3.619011E+01  3.684489E-01  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  3.500409E+01  2.776381E-01  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  3.420094E+01  2.352838E-01  0.000000E+00  0.000000E+00  0.000000E+00
