# Er [keV]  dR/dEr H1 [1/keV/kg/Myr]  B10  B11  O16  Na23
5.821418E+02  7.981591E+02  3.113952E+00  2.437997E+01  7.021582E+01  2.810152E+00
5.957016E+02  7.836276E+02  2.449300E+00  2.330546E+01  6.253138E+01  2.523521E+00
6.095773E+02  7.639768E+02  2.719940E+00  2.110674E+01  6.027387E+01  2.212218E+00
6.237762E+02  7.429716E+02  2.055541E+00  2.020100E+01  5.542872E+01  1.984660E+00
6.383058E+02  7.266829E+02  2.181919E+00  2.001824E+01  5.343970E+01  1.523880E+00
6.531738E+02  7.174860E+02  1.726109E+00  1.868259E+01  4.853413E+01  1.421502E+00
6.683882E+02  6.836244E+02  1.653743E+00  1.825733E+01  4.478337E+01  1.455294E+00
6.839570E+02  6.759498E+02  1.874675E+00  1.758316E+01  4.159840E+01  1.066626E+00
6.998884E+02  6.630586E+02  1.989934E+00  1.743561E+01  3.998819E+01  9.791738E-01
7.161909E+02  6.377176E+02  1.759434E+00  1.602011E+01  3.549735E+01  6.790797E-01
7.328731E+02  6.233522E+02  2.021031E+00  1.502199E+01  3.082826E+01  8.446098E-01
7.499439E+02  6.139974E+02  1.827636E+00  1.524013E+01  2.850523E+01  6.485161E-01
7.674123E+02  5.891032E+02  1.613192E+00  1.518129E+01  2.630079E+01  5.473331E-01
7.852877E+02  5.726251E+02  1.520169E+00  1.373782E+01  2.316850E+01  3.096640E-01
8.035794E+02  5.670184E+02  1.788181E+00  1.171946E+01  2.063286E+01  3.576362E-01
8.222971E+02  5.490035E+02  1.451750E+00  1.129139E+01  1.801245E+01  2.150741E-01
8.414509E+02  5.313835E+02  1.234798E+00  9.536845E+00  1.618374E+01  2.627230E-01
8.610508E+02  5.180554E+02  8.472509E-01  8.677903E+00  1.309388E+01  1.797199E-01
8.811073E+02  5.060874E+02  1.028684E+00  9.458874E+00  1.231912E+01  1.003594E-01
9.016309E+02  4.842450E+02  1.250456E+00  8.630595E+00  1.086180E+01  2.451874E-02
9.226326E+02  4.764090E+02  1.198031E+00  7.379871E+00  8.745627E+00  9.584249E-02
9.441234E+02  4.675549E+02  8.195324E-01  6.766996E+00  8.312400E+00  7.024563E-02
9.661149E+02  4.479651E+02  1.098346E+00  7.574013E+00  6.361256E+00  4.576443E-02
9.886186E+02  4.399373E+02  5.813952E-01  6.171733E+00  5.746868E+00  4.472271E-02
