# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Na23  S32  S34
5.821418E+02  2.045478E+02  5.469784E+00  9.945063E-02  1.105007E-02  0.000000E+00
5.957016E+02  1.997946E+02  4.470595E+00  8.638831E-02  0.000000E+00  0.000000E+00
6.095773E+02  1.914055E+02  4.073355E+00  1.266328E-01  0.000000E+00  0.000000E+00
6.237762E+02  1.861617E+02  3.227820E+00  1.443753E-01  0.000000E+00  0.000000E+00
6.383058E+02  1.803520E+02  3.406291E+00  1.310112E-01  0.000000E+00  0.000000E+00
6.531738E+02  1.753702E+02  2.678761E+00  8.863546E-02  0.000000E+00  0.000000E+00
6.683882E+02  1.710318E+02  2.463797E+00  3.849683E-02  0.000000E+00  0.000000E+00
6.839570E+02  1.626994E+02  2.144371E+00  6.583594E-02  0.000000E+00  0.000000E+00
6.998884E+02  1.584628E+02  1.865783E+00  5.514628E-02  0.000000E+00  0.000000E+00
7.161909E+02  1.525205E+02  1.868221E+00  1.796367E-02  0.000000E+00  0.000000E+00
7.328731E+02  1.473898E+02  1.773031E+00  4.388691E-02  0.000000E+00  0.000000E+00
7.499439E+02  1.418561E+02  1.389569E+00  2.573275E-02  8.577585E-03  0.000000E+00
7.674123E+02  1.384007E+02  1.215439E+00  3.352934E-02  0.000000E+00  0.000000E+00
7.852877E+02  1.319328E+02  9.584090E-01  8.191530E-03  0.000000E+00  0.000000E+00
8.035794E+02  1.261439E+02  8.645473E-01  3.202027E-02  0.000000E+00  0.000000E+00
8.222971E+02  1.228579E+02  5.710681E-01  3.911425E-02  0.000000E+00  0.000000E+00
8.414509E+02  1.174697E+02  5.962929E-01  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  1.148630E+02  6.574272E-01  1.494153E-02  0.000000E+00  0.000000E+00
8.811073E+02  1.093208E+02  4.161404E-01  1.460142E-02  0.000000E+00  0.000000E+00
9.016309E+02  1.074459E+02  3.210536E-01  7.134524E-03  0.000000E+00  0.000000E+00
9.226326E+02  1.018767E+02  3.486061E-01  6.972122E-03  0.000000E+00  0.000000E+00
9.441234E+02  9.861741E+01  2.929770E-01  6.813418E-03  0.000000E+00  0.000000E+00
9.661149E+02  9.603968E+01  2.463580E-01  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  9.144605E+01  2.407502E-01  0.000000E+00  0.000000E+00  0.000000E+00
