# Er [keV]  dR/dEr H1 [1/keV/decay]  O16  Al27  Si28  Si29  Si30  K39  K41
6.839570E+00  1.261306E+04  1.124547E+04  1.130736E+03  1.375927E+03  9.641012E+01  4.641969E+01  3.472550E+03  5.177581E+01
6.998884E+00  1.241377E+04  1.108778E+04  1.083479E+03  1.353331E+03  9.828660E+01  4.943409E+01  3.408626E+03  4.129201E+01
7.161909E+00  1.210335E+04  1.102464E+04  1.111672E+03  1.353216E+03  1.034377E+02  5.683392E+01  3.368547E+03  4.660382E+01
7.328731E+00  1.176786E+04  1.068816E+04  1.030827E+03  1.315192E+03  8.664275E+01  4.720919E+01  3.382400E+03  3.721195E+01
7.499439E+00  1.145386E+04  1.043836E+04  1.008448E+03  1.259203E+03  9.172640E+01  4.884838E+01  3.189256E+03  4.667734E+01
7.674123E+00  1.124406E+04  1.038268E+04  1.021560E+03  1.228948E+03  8.274318E+01  4.932767E+01  3.151667E+03  4.508443E+01
7.852877E+00  1.106016E+04  1.001468E+04  9.630600E+02  1.262137E+03  8.759803E+01  4.820483E+01  3.088219E+03  4.353985E+01
8.035794E+00  1.061744E+04  1.001618E+04  9.897652E+02  1.220744E+03  7.547340E+01  4.913369E+01  3.024001E+03  3.798996E+01
8.222971E+00  1.031833E+04  9.727299E+03  9.306052E+02  1.153851E+03  7.771543E+01  4.356024E+01  2.907646E+03  4.158023E+01
8.414509E+00  1.024358E+04  9.422677E+03  9.215154E+02  1.118396E+03  8.416991E+01  4.111749E+01  2.924179E+03  3.289399E+01
8.610508E+00  1.011818E+04  9.389716E+03  9.307935E+02  1.096247E+03  8.225397E+01  4.869057E+01  2.772526E+03  3.025433E+01
8.811073E+00  9.634248E+03  9.089131E+03  8.874318E+02  1.076837E+03  8.038164E+01  3.603315E+01  2.711264E+03  3.557119E+01
9.016309E+00  9.545866E+03  8.928736E+03  8.731002E+02  1.092955E+03  8.622655E+01  5.281940E+01  2.721779E+03  3.566438E+01
9.226326E+00  9.260635E+03  8.650935E+03  8.294028E+02  1.014695E+03  7.323450E+01  3.529373E+01  2.647912E+03  3.926428E+01
9.441234E+00  9.105453E+03  8.347096E+03  8.247505E+02  1.022639E+03  7.415425E+01  3.837052E+01  2.582896E+03  3.362809E+01
9.661149E+00  8.851842E+03  8.379548E+03  8.055556E+02  9.871426E+02  6.572525E+01  4.465946E+01  2.497559E+03  4.002499E+01
9.886186E+00  8.700580E+03  8.165337E+03  7.958651E+02  9.852588E+02  6.834641E+01  4.323116E+01  2.501643E+03  2.923250E+01
1.011646E+01  8.407173E+03  8.022523E+03  7.664831E+02  9.390927E+02  6.397418E+01  4.264946E+01  2.416132E+03  2.534826E+01
1.035211E+01  8.239394E+03  7.765988E+03  7.466767E+02  9.475992E+02  6.173156E+01  3.931947E+01  2.313164E+03  2.437807E+01
1.059324E+01  8.072592E+03  7.578069E+03  7.419761E+02  9.029745E+02  7.608040E+01  4.572509E+01  2.275111E+03  2.497589E+01
1.083999E+01  7.901229E+03  7.559901E+03  7.438615E+02  8.696534E+02  6.496115E+01  3.867629E+01  2.223324E+03  2.666036E+01
1.109248E+01  7.664865E+03  7.279933E+03  7.184893E+02  8.593983E+02  6.421636E+01  3.449336E+01  2.181521E+03  2.531959E+01
1.135086E+01  7.542388E+03  7.128924E+03  6.734467E+02  8.667309E+02  5.773425E+01  3.765277E+01  2.153738E+03  2.617764E+01
1.161526E+01  7.220365E+03  7.052857E+03  6.984172E+02  8.123086E+02  5.536875E+01  3.259047E+01  2.081585E+03  2.418002E+01
1.188581E+01  7.090940E+03  6.939231E+03  6.828617E+02  8.383378E+02  5.958773E+01  3.321845E+01  2.017422E+03  2.534191E+01
1.216267E+01  6.999810E+03  6.715012E+03  6.412142E+02  8.112230E+02  5.521939E+01  3.011966E+01  2.044121E+03  2.242242E+01
1.244597E+01  6.858135E+03  6.572625E+03  6.573606E+02  7.600528E+02  5.788698E+01  3.205042E+01  1.942648E+03  2.354725E+01
1.273587E+01  6.680292E+03  6.399683E+03  6.580577E+02  7.427519E+02  5.305370E+01  2.588765E+01  1.934543E+03  2.428965E+01
1.303253E+01  6.536663E+03  6.290863E+03  5.940433E+02  7.573897E+02  5.059675E+01  3.060791E+01  1.861148E+03  2.592303E+01
1.333610E+01  6.317366E+03  6.162010E+03  5.805213E+02  7.453380E+02  4.975025E+01  3.143727E+01  1.847779E+03  1.983905E+01
1.364674E+01  6.139264E+03  6.035765E+03  5.580607E+02  6.994400E+02  5.517970E+01  3.072167E+01  1.776488E+03  2.415976E+01
1.396461E+01  6.005347E+03  5.921401E+03  5.893710E+02  6.945950E+02  4.809407E+01  2.856497E+01  1.794638E+03  1.544840E+01
1.428989E+01  5.939290E+03  5.855261E+03  5.488951E+02  6.836265E+02  4.956292E+01  2.876928E+01  1.719321E+03  2.164817E+01
1.462274E+01  5.728659E+03  5.595046E+03  5.664636E+02  6.382807E+02  4.899145E+01  2.811441E+01  1.660977E+03  2.199048E+01
1.496335E+01  5.650216E+03  5.424436E+03  4.871954E+02  6.427933E+02  5.277270E+01  2.638635E+01  1.637314E+03  1.931372E+01
1.531189E+01  5.542070E+03  5.434940E+03  5.162462E+02  6.379973E+02  4.758397E+01  1.860826E+01  1.608019E+03  2.232991E+01
1.566855E+01  5.375132E+03  5.294859E+03  5.200818E+02  6.377627E+02  5.143667E+01  2.364008E+01  1.546997E+03  2.182162E+01
1.603352E+01  5.281466E+03  5.197182E+03  4.843798E+02  6.120753E+02  4.442687E+01  2.437131E+01  1.517114E+03  1.827848E+01
1.640699E+01  5.150081E+03  5.070444E+03  4.656632E+02  5.773033E+02  3.671718E+01  2.902642E+01  1.459012E+03  1.662197E+01
1.678915E+01  5.012001E+03  4.945814E+03  4.860959E+02  5.724053E+02  4.412442E+01  2.351686E+01  1.443014E+03  2.012268E+01
1.718022E+01  4.872089E+03  4.881566E+03  4.539449E+02  5.806988E+02  3.719695E+01  1.919078E+01  1.446890E+03  1.634770E+01
1.758040E+01  4.739654E+03  4.738960E+03  4.473163E+02  5.508103E+02  4.306461E+01  1.898548E+01  1.376678E+03  1.713323E+01
1.798990E+01  4.704396E+03  4.620454E+03  4.249161E+02  5.470965E+02  3.688037E+01  2.262599E+01  1.372266E+03  1.787453E+01
1.840894E+01  4.564587E+03  4.497591E+03  4.125905E+02  5.368541E+02  4.024195E+01  1.989987E+01  1.318698E+03  1.591989E+01
1.883774E+01  4.446855E+03  4.410770E+03  4.258869E+02  5.118853E+02  4.040631E+01  1.987904E+01  1.279173E+03  1.620574E+01
1.927653E+01  4.381741E+03  4.332963E+03  4.149256E+02  5.008669E+02  4.265392E+01  2.618360E+01  1.234430E+03  1.583685E+01
1.972553E+01  4.259714E+03  4.232682E+03  3.825757E+02  5.006087E+02  3.549246E+01  1.795258E+01  1.223252E+03  1.196839E+01
2.018500E+01  4.172027E+03  4.158315E+03  3.934277E+02  4.674348E+02  3.468455E+01  1.935882E+01  1.174838E+03  1.714062E+01
2.065517E+01  4.052230E+03  4.107802E+03  3.734366E+02  4.682244E+02  3.231852E+01  1.694752E+01  1.168393E+03  1.399155E+01
2.113629E+01  3.950939E+03  3.959798E+03  3.633955E+02  4.556405E+02  3.524185E+01  1.482854E+01  1.150463E+03  1.521370E+01
2.162862E+01  3.869662E+03  3.896762E+03  3.630278E+02  4.458335E+02  3.274590E+01  1.787851E+01  1.107150E+03  1.392642E+01
2.213241E+01  3.778635E+03  3.757853E+03  3.549482E+02  4.538923E+02  3.549482E+01  1.857501E+01  1.083603E+03  1.085075E+01
2.264794E+01  3.717604E+03  3.673212E+03  3.450713E+02  4.367309E+02  3.468686E+01  1.689412E+01  1.065947E+03  1.437797E+01
2.317548E+01  3.637372E+03  3.635264E+03  3.430124E+02  4.046598E+02  2.687194E+01  1.756336E+01  1.020958E+03  1.317252E+01
2.371531E+01  3.520248E+03  3.521278E+03  3.285107E+02  4.146718E+02  2.934970E+01  1.682030E+01  1.019859E+03  1.304431E+01
2.426771E+01  3.420158E+03  3.452865E+03  3.292516E+02  4.111033E+02  2.650115E+01  1.626969E+01  9.745043E+02  1.123783E+01
2.483298E+01  3.340175E+03  3.416065E+03  3.204457E+02  3.850265E+02  2.688137E+01  1.294895E+01  9.582227E+02  1.557153E+01
2.541141E+01  3.277758E+03  3.332540E+03  3.049823E+02  3.950033E+02  2.242517E+01  1.665869E+01  9.367312E+02  1.201348E+01
2.600332E+01  3.209878E+03  3.218644E+03  3.021099E+02  3.717673E+02  3.052406E+01  1.236616E+01  8.916155E+02  1.048775E+01
2.660901E+01  3.109737E+03  3.157464E+03  2.978335E+02  3.810495E+02  2.569904E+01  1.407328E+01  8.936535E+02  9.178229E+00
2.722882E+01  3.024600E+03  3.071240E+03  2.838786E+02  3.502514E+02  2.541304E+01  1.405191E+01  9.008174E+02  6.876468E+00
2.786306E+01  2.961157E+03  3.031424E+03  2.952391E+02  3.381883E+02  2.468848E+01  1.387814E+01  8.497804E+02  1.197903E+01
2.851207E+01  2.930585E+03  2.907600E+03  2.719585E+02  3.473359E+02  2.641067E+01  1.384775E+01  8.165892E+02  1.013599E+01
2.917620E+01  2.834021E+03  2.851041E+03  2.713484E+02  3.226883E+02  2.260074E+01  1.213743E+01  8.154402E+02  9.207708E+00
2.985580E+01  2.816410E+03  2.811229E+03  2.608090E+02  3.169791E+02  2.167728E+01  9.816126E+00  7.998779E+02  8.725445E+00
3.055124E+01  2.699008E+03  2.749769E+03  2.488768E+02  3.214881E+02  2.451464E+01  1.092500E+01  7.520930E+02  9.459452E+00
3.126287E+01  2.614005E+03  2.698504E+03  2.433419E+02  3.141702E+02  2.057144E+01  1.145751E+01  7.440872E+02  1.158771E+01
3.199107E+01  2.550304E+03  2.637842E+03  2.545978E+02  2.921323E+02  2.150277E+01  1.081500E+01  7.274042E+02  7.379648E+00
3.273624E+01  2.546091E+03  2.566607E+03  2.333844E+02  2.823740E+02  1.939690E+01  1.268259E+01  7.098518E+02  8.952413E+00
3.349876E+01  2.455692E+03  2.501380E+03  2.328108E+02  2.953878E+02  1.883386E+01  9.356175E+00  6.944226E+02  9.234667E+00
3.427905E+01  2.421761E+03  2.448003E+03  2.169433E+02  2.752460E+02  1.947383E+01  1.139932E+01  6.756471E+02  7.124574E+00
3.507751E+01  2.351202E+03  2.418273E+03  2.227968E+02  2.714175E+02  1.972680E+01  1.230024E+01  6.631685E+02  9.051118E+00
3.589457E+01  2.284528E+03  2.321042E+03  2.095606E+02  2.693216E+02  2.052514E+01  8.618292E+00  6.393412E+02  8.618292E+00
3.673066E+01  2.253359E+03  2.293918E+03  2.157613E+02  2.648534E+02  1.906058E+01  8.643751E+00  6.209094E+02  7.092308E+00
3.758623E+01  2.173044E+03  2.234555E+03  1.993707E+02  2.537347E+02  1.905989E+01  1.072119E+01  6.010362E+02  7.905521E+00
3.846173E+01  2.131516E+03  2.187183E+03  1.934567E+02  2.361061E+02  1.862603E+01  8.466377E+00  5.852383E+02  7.619739E+00
3.935762E+01  2.089202E+03  2.105956E+03  2.011533E+02  2.451071E+02  1.851231E+01  8.894183E+00  5.819485E+02  7.239452E+00
4.027437E+01  2.041444E+03  2.063679E+03  1.891967E+02  2.264902E+02  1.708025E+01  8.691727E+00  5.405041E+02  5.356529E+00
4.121248E+01  2.004654E+03  2.020457E+03  1.821246E+02  2.264705E+02  1.718529E+01  1.017290E+01  5.247439E+02  6.123494E+00
4.217245E+01  1.947441E+03  1.990005E+03  1.824187E+02  2.206398E+02  1.515330E+01  1.032741E+01  5.246710E+02  7.238839E+00
4.315477E+01  1.899150E+03  1.927729E+03  1.808130E+02  2.173152E+02  1.669479E+01  9.337762E+00  5.128224E+02  6.696779E+00
4.415997E+01  1.863110E+03  1.884217E+03  1.712590E+02  2.061929E+02  1.548520E+01  8.203471E+00  4.935908E+02  6.083473E+00
4.518859E+01  1.800343E+03  1.842679E+03  1.674507E+02  1.994276E+02  1.567317E+01  8.917494E+00  4.779416E+02  6.665601E+00
4.624117E+01  1.753905E+03  1.801526E+03  1.637271E+02  1.944479E+02  1.381998E+01  7.746228E+00  4.684708E+02  6.249798E+00
4.731826E+01  1.706239E+03  1.744518E+03  1.533766E+02  1.891615E+02  1.445163E+01  8.000011E+00  4.529038E+02  5.075276E+00
4.842045E+01  1.666307E+03  1.710525E+03  1.582076E+02  1.878820E+02  1.277766E+01  6.725082E+00  4.403248E+02  6.052574E+00
4.954830E+01  1.663127E+03  1.684815E+03  1.458163E+02  1.864805E+02  1.322615E+01  7.639951E+00  4.209367E+02  4.682551E+00
5.070243E+01  1.627678E+03  1.614030E+03  1.420957E+02  1.772583E+02  1.316593E+01  5.459043E+00  4.117564E+02  5.940724E+00
5.188344E+01  1.601140E+03  1.569838E+03  1.365861E+02  1.790289E+02  1.145409E+01  7.060739E+00  4.038742E+02  5.648591E+00
5.309196E+01  1.547750E+03  1.548977E+03  1.360070E+02  1.639904E+02  1.295670E+01  5.826681E+00  3.939909E+02  3.833343E+00
5.432863E+01  1.491991E+03  1.527129E+03  1.329860E+02  1.604823E+02  1.228716E+01  6.593110E+00  3.851725E+02  4.869911E+00
5.559411E+01  1.464033E+03  1.499250E+03  1.328875E+02  1.566828E+02  1.200747E+01  6.882330E+00  3.736959E+02  5.271572E+00
5.688906E+01  1.422193E+03  1.427273E+03  1.264283E+02  1.543326E+02  1.073245E+01  6.439470E+00  3.648318E+02  4.793828E+00
5.821418E+01  1.392826E+03  1.401636E+03  1.242496E+02  1.545953E+02  9.928782E+00  4.265181E+00  3.501644E+02  3.216366E+00
5.957016E+01  1.364060E+03  1.382030E+03  1.266827E+02  1.495047E+02  1.038607E+01  6.627952E+00  3.331742E+02  3.894776E+00
6.095773E+01  1.321191E+03  1.338419E+03  1.201265E+02  1.426293E+02  1.101772E+01  5.809341E+00  3.251896E+02  3.338702E+00
6.237762E+01  1.298230E+03  1.296468E+03  1.149777E+02  1.425801E+02  9.983873E+00  5.677104E+00  3.173958E+02  3.719482E+00
6.383058E+01  1.270145E+03  1.275247E+03  1.063662E+02  1.426506E+02  8.863851E+00  4.527578E+00  3.113826E+02  4.272503E+00
6.531738E+01  1.233257E+03  1.242916E+03  1.066870E+02  1.344804E+02  9.409891E+00  5.421593E+00  3.068497E+02  4.549152E+00
6.683882E+01  1.198912E+03  1.209812E+03  1.038322E+02  1.250858E+02  8.830303E+00  4.689196E+00  2.878679E+02  3.653919E+00
6.839570E+01  1.191201E+03  1.192510E+03  9.641012E+01  1.266424E+02  8.867351E+00  4.641969E+00  2.754235E+02  3.273183E+00
6.998884E+01  1.152396E+03  1.150477E+03  9.991502E+01  1.220150E+02  8.839979E+00  4.768936E+00  2.733996E+02  3.373150E+00
7.161909E+01  1.134007E+03  1.125141E+03  9.025227E+01  1.220793E+02  9.548099E+00  4.660382E+00  2.646187E+02  3.069032E+00
7.328731E+01  1.106528E+03  1.081479E+03  9.308541E+01  1.143018E+02  7.886712E+00  4.998620E+00  2.545964E+02  3.332413E+00
7.499439E+01  1.084108E+03  1.062072E+03  8.581031E+01  1.086605E+02  7.490084E+00  3.962146E+00  2.417452E+02  2.768075E+00
7.674123E+01  1.042087E+03  1.024742E+03  8.709250E+01  1.071949E+02  7.160468E+00  4.720605E+00  2.404856E+02  3.765876E+00
7.852877E+01  1.017433E+03  1.014064E+03  8.547287E+01  1.050658E+02  7.878639E+00  4.872316E+00  2.200836E+02  2.850823E+00
8.035794E+01  1.010685E+03  9.960969E+02  8.464164E+01  9.801411E+01  7.395380E+00  3.647037E+00  2.223173E+02  2.988544E+00
8.222971E+01  9.776800E+02  9.521873E+02  7.905194E+01  9.776305E+01  7.326041E+00  3.762021E+00  2.178012E+02  2.326513E+00
8.414509E+01  9.528615E+02  9.224345E+02  7.754274E+01  9.331251E+01  7.497894E+00  3.434519E+00  2.055391E+02  2.418676E+00
8.610508E+01  9.277208E+02  9.106082E+02  7.506857E+01  9.033755E+01  6.334501E+00  3.356340E+00  1.947623E+02  3.403613E+00
8.811073E+01  9.061875E+02  8.853068E+02  7.409894E+01  8.809643E+01  6.513685E+00  4.250064E+00  1.923154E+02  2.402210E+00
9.016309E+01  8.950857E+02  8.682246E+02  7.015500E+01  8.645227E+01  6.636284E+00  3.024701E+00  1.859514E+02  2.302384E+00
9.226326E+01  8.660200E+02  8.248587E+02  7.102864E+01  8.324910E+01  5.514646E+00  3.352905E+00  1.742187E+02  2.470561E+00
9.441234E+01  8.492818E+02  8.235434E+02  6.372092E+01  7.773263E+01  6.380715E+00  3.147245E+00  1.733571E+02  2.328099E+00
9.661149E+01  8.307503E+02  7.928318E+02  6.142783E+01  7.638453E+01  5.055788E+00  3.075604E+00  1.649030E+02  2.190842E+00
9.886186E+01  8.096991E+02  7.653563E+02  6.093535E+01  7.728085E+01  5.311257E+00  2.882078E+00  1.603259E+02  2.182144E+00
1.011646E+02  7.859168E+02  7.520387E+02  5.725488E+01  7.266502E+01  4.908711E+00  3.098121E+00  1.485086E+02  1.850825E+00
1.035211E+02  7.753013E+02  7.328755E+02  5.968695E+01  6.798336E+01  4.403780E+00  2.555765E+00  1.494140E+02  1.454820E+00
1.059324E+02  7.601893E+02  7.007466E+02  5.583072E+01  6.789600E+01  4.265114E+00  2.766560E+00  1.392118E+02  1.383280E+00
1.083999E+02  7.294049E+02  6.811534E+02  5.549860E+01  6.402241E+01  4.280677E+00  2.515837E+00  1.327761E+02  1.915040E+00
1.109248E+02  7.154069E+02  6.701986E+02  5.504259E+01  6.274856E+01  3.816286E+00  2.495264E+00  1.299372E+02  1.761363E+00
1.135086E+02  7.027441E+02  6.421769E+02  4.912790E+01  6.250360E+01  4.267314E+00  2.295026E+00  1.241824E+02  1.649550E+00
1.161526E+02  6.978915E+02  6.299422E+02  4.850022E+01  5.526362E+01  4.135134E+00  2.347915E+00  1.180966E+02  1.787219E+00
1.188581E+02  6.641978E+02  6.123153E+02  4.907427E+01  5.664259E+01  4.486203E+00  2.397208E+00  1.124975E+02  1.369833E+00
1.216267E+02  6.543999E+02  5.957670E+02  4.427591E+01  5.434926E+01  3.380096E+00  1.773714E+00  1.116436E+02  1.238253E+00
1.244597E+02  6.413681E+02  5.823038E+02  4.490329E+01  5.183665E+01  3.303155E+00  2.223907E+00  1.060934E+02  1.046544E+00
1.273587E+02  6.218150E+02  5.621775E+02  4.263472E+01  5.113610E+01  3.355807E+00  2.237204E+00  9.706271E+01  1.246442E+00
1.303253E+02  6.078794E+02  5.382620E+02  4.163301E+01  4.575570E+01  3.216954E+00  2.217512E+00  9.510315E+01  1.311768E+00
1.333610E+02  5.991395E+02  5.261317E+02  3.964759E+01  4.761373E+01  2.960597E+00  1.648168E+00  9.055766E+01  1.037735E+00
1.364674E+02  5.815941E+02  5.032091E+02  3.790995E+01  4.617199E+01  3.549397E+00  1.849266E+00  8.637860E+01  1.163248E+00
1.396461E+02  5.685011E+02  4.973510E+02  3.780486E+01  4.421740E+01  2.914792E+00  1.632284E+00  8.280925E+01  8.161419E-01
1.428989E+02  5.412897E+02  4.816433E+02  3.412435E+01  4.178667E+01  3.532070E+00  1.680582E+00  7.750615E+01  9.115020E-01
1.462274E+02  5.415504E+02  4.629692E+02  3.220631E+01  3.841375E+01  2.867113E+00  1.586655E+00  7.262426E+01  9.185897E-01
1.496335E+02  5.217153E+02  4.470991E+02  3.082035E+01  3.843703E+01  2.502623E+00  1.468931E+00  6.898535E+01  7.072631E-01
1.531189E+02  5.107169E+02  4.355661E+02  3.049096E+01  3.772159E+01  3.083654E+00  1.594993E+00  6.834546E+01  9.835792E-01
1.566855E+02  5.049886E+02  4.112336E+02  3.005668E+01  3.566795E+01  2.312052E+00  1.065103E+00  6.325671E+01  5.455404E-01
1.603352E+02  4.793786E+02  4.071786E+02  2.838242E+01  3.409445E+01  2.513291E+00  1.066245E+00  5.935429E+01  7.108298E-01
1.640699E+02  4.757604E+02  3.955036E+02  2.823254E+01  3.254929E+01  2.580126E+00  1.166019E+00  5.495173E+01  9.427385E-01
1.678915E+02  4.621669E+02  3.835673E+02  2.659587E+01  3.057192E+01  2.303198E+00  1.212209E+00  5.234320E+01  6.788372E-01
1.718022E+02  4.561246E+02  3.613553E+02  2.606155E+01  3.046833E+01  2.203386E+00  1.279385E+00  4.861664E+01  5.212311E-01
1.758040E+02  4.423847E+02  3.550978E+02  2.396337E+01  2.852452E+01  1.805935E+00  1.134498E+00  4.750999E+01  5.556725E-01
1.798990E+02  4.338986E+02  3.407927E+02  2.271650E+01  2.692493E+01  1.493315E+00  9.955436E-01  4.457320E+01  5.882758E-01
1.840894E+02  4.264320E+02  3.290553E+02  2.149185E+01  2.529494E+01  1.813099E+00  8.181056E-01  4.143594E+01  5.306631E-01
1.883774E+02  4.116258E+02  3.223214E+02  1.938207E+01  2.353074E+01  1.598966E+00  9.291291E-01  3.727320E+01  2.808995E-01
1.927653E+02  4.038609E+02  3.082907E+02  2.025006E+01  2.377640E+01  1.752612E+00  9.924428E-01  3.528451E+01  4.223161E-01
1.972553E+02  3.953901E+02  2.974970E+02  1.875735E+01  2.152246E+01  1.320650E+00  9.698520E-01  3.380038E+01  3.301624E-01
2.018500E+02  3.816712E+02  2.861475E+02  1.806823E+01  1.970163E+01  1.673731E+00  6.856248E-01  3.014733E+01  4.234742E-01
2.065517E+02  3.782843E+02  2.765204E+02  1.655339E+01  2.025819E+01  1.537100E+00  6.700181E-01  3.095878E+01  3.153026E-01
2.113629E+02  3.642428E+02  2.627733E+02  1.608030E+01  1.835272E+01  1.348049E+00  7.317980E-01  2.834754E+01  2.888676E-01
2.162862E+02  3.632348E+02  2.591066E+02  1.520614E+01  1.740802E+01  1.072710E+00  7.151402E-01  2.555685E+01  2.258338E-01
2.213241E+02  3.455135E+02  2.501005E+02  1.394045E+01  1.732441E+01  1.342550E+00  5.333418E-01  2.455211E+01  2.574754E-01
2.264794E+02  3.387270E+02  2.375241E+02  1.328165E+01  1.595955E+01  1.114293E+00  6.110638E-01  2.100981E+01  2.695870E-01
2.317548E+02  3.238859E+02  2.271118E+02  1.303201E+01  1.492886E+01  7.903512E-01  5.444642E-01  2.021543E+01  1.931970E-01
2.371531E+02  3.205125E+02  2.195907E+02  1.234061E+01  1.410845E+01  8.581785E-01  4.977435E-01  1.857098E+01  2.231264E-01
2.426771E+02  3.137870E+02  2.100132E+02  1.190874E+01  1.355249E+01  9.895999E-01  6.038237E-01  1.725929E+01  1.509559E-01
2.483298E+02  3.023663E+02  2.018726E+02  1.132624E+01  1.303091E+01  7.867719E-01  4.261681E-01  1.494867E+01  1.803019E-01
2.541141E+02  2.972135E+02  1.929365E+02  9.450606E+00  1.086019E+01  9.770965E-01  3.203595E-01  1.348714E+01  3.203595E-01
2.600332E+02  2.899785E+02  1.842870E+02  1.003380E+01  1.134869E+01  8.139748E-01  3.287206E-01  1.321144E+01  1.721870E-01
2.660901E+02  2.855500E+02  1.771704E+02  8.749911E+00  1.026432E+01  7.189612E-01  2.294557E-01  1.138100E+01  1.070793E-01
2.722882E+02  2.768377E+02  1.668142E+02  8.147120E+00  9.447670E+00  6.876468E-01  2.391815E-01  1.089771E+01  2.989769E-02
2.786306E+02  2.700101E+02  1.609426E+02  7.947061E+00  9.247223E+00  6.135598E-01  2.629542E-01  9.261832E+00  1.314771E-01
2.851207E+02  2.619795E+02  1.525394E+02  6.866773E+00  7.780439E+00  6.138695E-01  2.284166E-01  8.537069E+00  2.855207E-02
2.917620E+02  2.570485E+02  1.483418E+02  6.431445E+00  7.770748E+00  4.882876E-01  3.487768E-01  7.770748E+00  4.185322E-02
2.985580E+02  2.484843E+02  1.406024E+02  6.012377E+00  6.857655E+00  4.090052E-01  2.317696E-01  6.803121E+00  5.453403E-02
3.055124E+02  2.417090E+02  1.349771E+02  6.128659E+00  6.928049E+00  4.929574E-01  1.998476E-01  6.221921E+00  6.661586E-02
3.126287E+02  2.344623E+02  1.277382E+02  5.234000E+00  6.457870E+00  3.385174E-01  1.692587E-01  5.234000E+00  5.207960E-02
3.199107E+02  2.310466E+02  1.216242E+02  4.949453E+00  5.763759E+00  2.926412E-01  1.399588E-01  4.351447E+00  2.544706E-02
3.273624E+02  2.263220E+02  1.173637E+02  4.749753E+00  5.073034E+00  3.108477E-01  1.740747E-01  4.289698E+00  3.730172E-02
3.349876E+02  2.191897E+02  1.098196E+02  4.398617E+00  4.763144E+00  2.794702E-01  1.579614E-01  3.863979E+00  7.290526E-02
3.427905E+02  2.117779E+02  1.045650E+02  3.550412E+00  4.856584E+00  2.968572E-01  1.781143E-01  2.849829E+00  2.374858E-02
3.507751E+02  2.086167E+02  1.011985E+02  3.655259E+00  4.003379E+00  1.856640E-01  1.972680E-01  2.703731E+00  1.160400E-02
3.589457E+02  2.016794E+02  9.399608E+01  3.243199E+00  3.798852E+00  2.041174E-01  1.587580E-01  2.517449E+00  2.267972E-02
3.673066E+02  1.947947E+02  8.946282E+01  3.003149E+00  3.479664E+00  2.105529E-01  1.218990E-01  2.149856E+00  1.108173E-02
3.758623E+02  1.920717E+02  8.377686E+01  2.263361E+00  3.064743E+00  1.732717E-01  8.663584E-02  1.678569E+00  1.082948E-02
3.846173E+02  1.861756E+02  7.957336E+01  2.317671E+00  2.709241E+00  1.587446E-01  1.058297E-01  1.661527E+00  1.058297E-02
3.935762E+02  1.797452E+02  7.488695E+01  2.223546E+00  2.606203E+00  9.307866E-02  8.273659E-02  1.282417E+00  0.000000E+00
4.027437E+02  1.773213E+02  6.817952E+01  1.869732E+00  2.263892E+00  1.414932E-01  3.031998E-02  9.904526E-01  0.000000E+00
4.121248E+02  1.705788E+02  6.526460E+01  1.767912E+00  1.669146E+00  1.580257E-01  3.950641E-02  9.382773E-01  2.962981E-02
4.217245E+02  1.663099E+02  6.014027E+01  1.457419E+00  1.862794E+00  9.651785E-02  5.791071E-02  8.879642E-01  0.000000E+00
4.315477E+02  1.605341E+02  5.809220E+01  1.339356E+00  1.480837E+00  8.488875E-02  0.000000E+00  6.508137E-01  9.432083E-03
4.415997E+02  1.574237E+02  5.373734E+01  1.474781E+00  1.437912E+00  6.452168E-02  2.765215E-02  5.806951E-01  9.217383E-03
4.518859E+02  1.532638E+02  5.020819E+01  1.035870E+00  1.396173E+00  9.908327E-02  2.702271E-02  5.494617E-01  0.000000E+00
4.624117E+02  1.484899E+02  4.620449E+01  9.242659E-01  1.100317E+00  7.042026E-02  1.760506E-02  5.105469E-01  8.802532E-03
4.731826E+02  1.438626E+02  4.465382E+01  7.397859E-01  9.118292E-01  3.440865E-02  8.602162E-03  4.387103E-01  0.000000E+00
4.842045E+02  1.410922E+02  4.093894E+01  7.145400E-01  7.061337E-01  2.521906E-02  0.000000E+00  3.530668E-01  0.000000E+00
4.954830E+02  1.388746E+02  3.677856E+01  5.257601E-01  5.996951E-01  4.107501E-02  4.107501E-02  3.203850E-01  0.000000E+00
5.070243E+02  1.348865E+02  3.598152E+01  4.014002E-01  5.780163E-01  6.422404E-02  2.408401E-02  2.408401E-01  0.000000E+00
5.188344E+02  1.296822E+02  3.213421E+01  5.413233E-01  5.020970E-01  1.569053E-02  2.353580E-02  2.353580E-01  0.000000E+00
5.309196E+02  1.250743E+02  3.008407E+01  4.830012E-01  5.213346E-01  6.133348E-02  7.666685E-03  1.610004E-01  7.666685E-03
5.432863E+02  1.214181E+02  2.735391E+01  3.596242E-01  3.146711E-01  7.492170E-03  0.000000E+00  7.492170E-02  0.000000E+00
5.559411E+02  1.179002E+02  2.422727E+01  3.587597E-01  3.001867E-01  2.928651E-02  7.321627E-03  1.464325E-01  0.000000E+00
5.688906E+02  1.136209E+02  2.343967E+01  2.504238E-01  2.861987E-01  7.154967E-03  0.000000E+00  1.073245E-01  0.000000E+00
