# Er [keV]  dR/dEr O16 [1/keV/kg/Myr]  Zr90  Zr91  Zr92  Zr94  Zr96
8.811073E+01  5.245194E+03  3.721926E+02  1.360495E+02  1.686042E+02  2.118485E+02  2.575223E+01
9.016309E+01  5.112979E+03  3.599218E+02  1.277295E+02  1.410248E+02  1.761623E+02  2.231705E+01
9.226326E+01  4.940447E+03  3.359522E+02  1.067252E+02  1.475591E+02  1.531274E+02  1.299263E+01
9.441234E+01  4.686509E+03  3.128874E+02  1.110977E+02  1.301430E+02  1.369449E+02  1.405726E+01
9.661149E+01  4.634337E+03  2.725298E+02  1.028080E+02  1.240786E+02  1.347139E+02  1.329414E+01
9.886186E+01  4.339170E+03  2.585314E+02  9.613730E+01  1.156246E+02  1.320805E+02  1.558983E+01
1.011646E+02  4.336887E+03  2.564552E+02  9.183298E+01  9.818088E+01  1.193406E+02  1.438858E+01
1.035211E+02  4.203841E+03  2.216684E+02  7.237307E+01  9.594601E+01  1.133155E+02  7.444087E+00
1.059324E+02  4.038233E+03  1.871199E+02  6.506761E+01  9.052884E+01  1.050781E+02  1.172025E+01
1.083999E+02  3.880750E+03  1.860201E+02  6.279659E+01  7.582985E+01  8.570352E+01  7.503995E+00
1.109248E+02  3.748029E+03  1.740666E+02  6.059525E+01  6.870035E+01  8.722629E+01  8.105097E+00
1.135086E+02  3.599725E+03  1.572805E+02  5.846159E+01  6.487351E+01  8.448643E+01  1.093798E+01
1.161526E+02  3.563490E+03  1.345339E+02  5.344498E+01  7.998318E+01  6.818843E+01  3.685861E+00
1.188581E+02  3.388724E+03  1.390357E+02  4.142255E+01  5.727117E+01  7.564117E+01  5.763137E+00
1.216267E+02  3.221476E+03  1.182710E+02  4.892758E+01  5.596752E+01  5.702351E+01  3.871967E+00
1.244597E+02  3.083134E+03  1.117950E+02  3.577439E+01  4.574995E+01  5.744542E+01  4.471799E+00
1.273587E+02  2.992784E+03  1.038717E+02  3.428776E+01  4.638932E+01  4.538086E+01  5.042318E+00
1.303253E+02  2.912176E+03  9.296626E+01  3.087925E+01  3.777781E+01  4.336236E+01  2.956524E+00
1.333610E+02  2.840109E+03  8.763984E+01  3.210251E+01  3.659686E+01  4.301736E+01  2.889226E+00
1.364674E+02  2.742520E+03  7.215506E+01  2.948946E+01  3.231292E+01  3.921471E+01  2.823459E+00
1.396461E+02  2.683465E+03  7.143234E+01  2.299324E+01  3.219054E+01  3.219054E+01  2.452612E+00
1.428989E+02  2.546284E+03  6.681036E+01  2.157106E+01  2.636463E+01  3.025940E+01  1.198392E+00
1.462274E+02  2.395220E+03  5.328566E+01  2.195838E+01  2.195838E+01  2.459338E+01  2.927783E+00
1.496335E+02  2.302358E+03  4.606434E+01  1.401958E+01  1.916963E+01  1.974186E+01  2.575025E+00
1.531189E+02  2.245756E+03  4.445658E+01  1.761487E+01  1.789447E+01  2.152929E+01  2.236809E+00
1.566855E+02  2.154744E+03  3.661371E+01  1.502802E+01  1.502802E+01  2.158570E+01  2.459130E+00
1.603352E+02  2.105696E+03  3.658133E+01  1.281682E+01  1.228278E+01  1.655506E+01  8.010511E-01
1.640699E+02  2.018102E+03  2.818141E+01  8.610986E+00  1.095944E+01  1.017662E+01  1.304695E+00
1.678915E+02  1.928305E+03  3.034491E+01  7.904978E+00  1.121997E+01  1.249496E+01  2.549993E-01
1.718022E+02  1.862731E+03  2.292592E+01  6.728259E+00  1.096457E+01  1.270893E+01  9.967791E-01
1.758040E+02  1.801335E+03  2.167350E+01  5.113971E+00  8.523285E+00  7.549195E+00  9.740897E-01
1.798990E+02  1.723207E+03  1.927631E+01  7.853313E+00  4.759583E+00  8.805229E+00  2.141813E+00
1.840894E+02  1.615841E+03  1.488397E+01  3.953556E+00  5.814053E+00  7.441987E+00  6.976863E-01
1.883774E+02  1.587015E+03  1.568152E+01  4.545367E+00  5.454440E+00  4.772635E+00  2.272683E-01
1.927653E+02  1.498476E+03  1.510247E+01  3.775616E+00  5.108187E+00  4.219807E+00  6.662853E-01
1.972553E+02  1.433546E+03  9.332702E+00  4.123752E+00  5.208950E+00  3.906712E+00  4.340792E-01
2.018500E+02  1.408975E+03  8.908165E+00  5.090380E+00  3.181487E+00  3.393587E+00  4.241983E-01
2.065517E+02  1.307052E+03  6.218136E+00  2.279983E+00  3.109068E+00  2.901797E+00  0.000000E+00
2.113629E+02  1.270211E+03  7.697019E+00  3.848509E+00  3.240850E+00  1.822978E+00  0.000000E+00
2.162862E+02  1.213387E+03  6.334158E+00  1.979425E+00  1.583540E+00  2.375309E+00  1.979425E-01
2.213241E+02  1.171066E+03  5.222792E+00  1.740931E+00  1.547494E+00  1.547494E+00  0.000000E+00
2.264794E+02  1.087132E+03  4.536806E+00  1.512269E+00  1.512269E+00  2.268403E+00  3.780671E-01
2.317548E+02  1.033014E+03  4.248805E+00  2.216768E+00  1.108384E+00  1.108384E+00  1.847306E-01
2.371531E+02  1.015276E+03  2.888411E+00  1.263680E+00  1.444205E+00  1.624731E+00  1.805257E-01
2.426771E+02  9.646449E+02  1.940580E+00  1.411331E+00  8.820820E-01  1.587748E+00  1.764164E-01
2.483298E+02  9.030347E+02  1.206805E+00  1.034404E+00  3.448013E-01  1.206805E+00  0.000000E+00
2.541141E+02  8.733814E+02  1.853240E+00  6.739054E-01  6.739054E-01  1.179334E+00  0.000000E+00
2.600332E+02  8.493848E+02  2.304979E+00  6.585654E-01  8.232068E-01  3.292827E-01  0.000000E+00
2.660901E+02  7.969063E+02  1.126256E+00  3.217873E-01  0.000000E+00  8.044683E-01  0.000000E+00
2.722882E+02  7.602132E+02  1.100619E+00  1.572313E-01  3.144626E-01  3.144626E-01  1.572313E-01
2.786306E+02  7.132538E+02  0.000000E+00  4.609568E-01  6.146090E-01  0.000000E+00  0.000000E+00
2.851207E+02  6.953664E+02  6.006188E-01  1.501547E-01  0.000000E+00  3.003094E-01  0.000000E+00
2.917620E+02  6.611959E+02  5.869471E-01  0.000000E+00  5.869471E-01  0.000000E+00  0.000000E+00
2.985580E+02  6.141678E+02  2.867933E-01  0.000000E+00  1.433966E-01  0.000000E+00  0.000000E+00
3.055124E+02  5.832316E+02  5.605301E-01  2.802650E-01  1.401325E-01  0.000000E+00  0.000000E+00
3.126287E+02  5.527008E+02  2.738854E-01  0.000000E+00  0.000000E+00  2.738854E-01  1.369427E-01
3.199107E+02  5.244622E+02  5.353021E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
3.273624E+02  4.913378E+02  3.923378E-01  1.307793E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.349876E+02  4.662231E+02  2.556048E-01  1.278024E-01  1.278024E-01  1.278024E-01  0.000000E+00
3.427905E+02  4.493659E+02  0.000000E+00  1.248932E-01  0.000000E+00  0.000000E+00  0.000000E+00
3.507751E+02  4.132624E+02  2.441007E-01  2.441007E-01  1.220503E-01  0.000000E+00  0.000000E+00
3.589457E+02  3.851297E+02  3.578164E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
3.673066E+02  3.610941E+02  0.000000E+00  0.000000E+00  1.165572E-01  0.000000E+00  0.000000E+00
3.758623E+02  3.495714E+02  1.139040E-01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
3.846173E+02  3.343789E+02  0.000000E+00  0.000000E+00  1.113112E-01  0.000000E+00  0.000000E+00
3.935762E+02  3.018575E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.027437E+02  2.798916E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.121248E+02  2.587693E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.217245E+02  2.526759E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.315477E+02  2.370037E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.415997E+02  2.165819E+02  0.000000E+00  0.000000E+00  0.000000E+00  9.694802E-02  0.000000E+00
4.518859E+02  2.124098E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.624117E+02  1.911873E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.731826E+02  1.859306E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.842045E+02  1.618927E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
4.954830E+02  1.564795E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.070243E+02  1.430383E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.188344E+02  1.321084E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.309196E+02  1.222470E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.432863E+02  1.105596E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.559411E+02  1.055017E+02  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.688906E+02  9.256441E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.821418E+02  8.913362E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
5.957016E+02  7.574946E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.095773E+02  7.283124E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.237762E+02  6.966345E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.383058E+02  6.023034E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.531738E+02  5.453336E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.683882E+02  4.637432E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.839570E+02  4.563168E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
6.998884E+02  4.263554E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.161909E+02  3.586660E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.328731E+02  3.411550E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.499439E+02  3.042749E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.674123E+02  2.856333E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
7.852877E+02  2.186167E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.035794E+02  1.965918E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.222971E+02  1.796214E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.414509E+02  1.673921E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.610508E+02  1.426990E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
8.811073E+02  1.200151E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.016309E+02  9.639067E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.226326E+02  1.048691E+01  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.441234E+02  8.570393E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.661149E+02  7.223149E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
9.886186E+02  6.582374E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00  0.000000E+00
